,start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
2244,대조동,송산2동,126.920813,37.614165,127.0899922,37.7397109,대조동송산2동,29265,3313.594,29450
2245,전농제1동,흑석동,127.0477575,37.5779984,126.966612,37.5058617,전농제1동흑석동,15703,3584.07,18900
2246,화곡제1동,삼성1동,126.841562,37.530408,127.062532,37.5144424,화곡제1동삼성1동,26002,3472.478,25800
2247,등촌제3동,영등포본동,126.847881,37.5589789,126.9093046,37.5146826,등촌제3동영등포본동,9926,1487.868,10500
2248,신월4동,방화제1동,126.8401341,37.5246218,126.817026,37.5703659,신월4동방화제1동,7944,1326.081,9200
2249,서초1동,대흥동,127.0195082,37.4901186,126.9424619,37.5557827,서초1동대흥동,12542,3396.565,17700
2250,신사제2동,연희동,126.9084195,37.5902796,126.9351754,37.5739083,신사제2동연희동,3350,827.34,5200
2251,은천동,삼성동,126.9424278,37.4853086,127.062532,37.5144424,은천동삼성동,15480,3233.941,18000
2252,천호제3동,답십리제4동,127.1332269,37.5361455,127.06125,37.567417,천호제3동답십리제4동,8202,1690.852,11100
2253,혜화동,갈현제1동,127.0005764,37.5869186,126.916675,37.623707,혜화동갈현제1동,12595,2584.218,15300
2254,이문제1동,휘경제2동,127.06545,37.597849,127.0685788,37.5902093,이문제1동휘경제2동,1390,168.365,3800
2255,중계본동,공항동,127.080338,37.64784,126.8101437,37.5588296,중계본동공항동,48062,4250.944,46290
2256,서초3동,서초3동,127.0119725,37.4836682,127.0119725,37.4836682,서초3동서초3동,0,0.0,0
2257,일원1동,세곡동,127.0879629,37.491839,127.1043555,37.4643683,일원1동세곡동,5807,806.906,7100
2258,보광동,이촌제1동,127.0001818,37.5263257,126.9732,37.5214167,보광동이촌제1동,4370,873.946,5900
2259,염리동,신촌동,126.94565,37.547083,126.9418114,37.5640923,염리동신촌동,2921,778.975,4900
2260,행운동,구로제5동,126.9570456,37.4806541,126.8892945,37.5001593,행운동구로제5동,7793,1475.956,9100
2261,영등포동,한남동,126.9106918,37.5203985,127.0005,37.53455,영등포동한남동,10988,1740.396,11700
2262,마장동,상계6.7동,127.045388,37.566325,127.0669541,37.654882,마장동상계6.7동,15968,2933.106,16700
2263,보문동,상계6.7동,127.0228,37.580383,127.0669541,37.654882,보문동상계6.7동,11565,2898.122,15200
2264,암사제1동,상계6.7동,127.132663,37.551508,127.0669541,37.654882,암사제1동상계6.7동,17891,2827.473,21230
2265,정릉제1동,길음제1동,127.0166146,37.6014512,127.0193925,37.6104856,정릉제1동길음제1동,2169,752.778,3900
2266,양재1동,별내면,127.026744,37.4716412,127.1247248,37.7025595,양재1동별내면,35957,4358.86,37470
2267,신내2동,철산4동,127.0942306,37.6061896,126.8644726,37.4740874,신내2동철산4동,35273,5342.378,34450
2268,망원제1동,성산제1동,126.9055969,37.5556222,126.90785,37.5634083,망원제1동성산제1동,1554,358.758,3800
2269,왕십리도선동,상계6.7동,127.0255501,37.5678257,127.0669541,37.654882,왕십리도선동상계6.7동,14347,3203.314,17100
2270,흑석동,풍산동,126.966612,37.5058617,126.7999452,37.6641075,흑석동풍산동,28899,3669.675,29050
2271,방학제1동,장충동,127.0407251,37.6641763,127.0078812,37.5618946,방학제1동장충동,16881,2627.418,17100
2272,오륜동,흑석동,127.1343,37.515425,126.966612,37.5058617,오륜동흑석동,21396,3692.337,22700
2273,신정7동,성산제2동,126.8597007,37.514393,126.9090061,37.568618,신정7동성산제2동,9422,2148.279,12000
2274,등촌제2동,신장2동,126.8625,37.542658,127.2140117,37.5417094,등촌제2동신장2동,42693,4936.92,41510
