,start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
0,방화제3동,시흥제3동,126.8135628,37.5787386,126.9057945,37.4403095,방화제3동시흥제3동,23370,2944.287,22010
1,구로제3동,시흥제3동,126.8903678,37.4873799,126.9057945,37.4403095,구로제3동시흥제3동,6210,2062.425,10300
2,구산동,시흥제3동,126.9103893,37.6117455,126.9057945,37.4403095,구산동시흥제3동,23255,2965.868,23610
3,오륜동,시흥제3동,127.1343,37.515425,126.9057945,37.4403095,오륜동시흥제3동,25227,2650.862,24050
4,흑석동,시흥제3동,126.966612,37.5058617,126.9057945,37.4403095,흑석동시흥제3동,13713,2002.34,14600
5,거여1동,시흥제3동,127.1432324,37.4969643,126.9057945,37.4403095,거여1동시흥제3동,26150,2847.573,24750
6,시흥제2동,시흥제3동,126.9148345,37.4495487,126.9057945,37.4403095,시흥제2동시흥제3동,2505,754.029,4400
7,등촌제2동,시흥제3동,126.8625,37.542658,126.9057945,37.4403095,등촌제2동시흥제3동,14759,2118.04,16150
8,독산제3동,시흥제3동,126.9032524,37.4751198,126.9057945,37.4403095,독산제3동시흥제3동,4314,865.336,5900
9,구로제5동,시흥제3동,126.8892945,37.5001593,126.9057945,37.4403095,구로제5동시흥제3동,9434,1771.523,13030
10,사직동,시흥제3동,126.9688397,37.576196,126.9057945,37.4403095,사직동시흥제3동,23423,3022.129,24310
11,대림제1동,시흥제3동,126.905818,37.4954685,126.9057945,37.4403095,대림제1동시흥제3동,7135,2084.352,11000
12,창제2동,시흥제3동,127.0356387,37.6414033,126.9057945,37.4403095,창제2동시흥제3동,35973,3929.008,32110
13,홍제제1동,시흥제3동,126.9448779,37.5876988,126.9057945,37.4403095,홍제제1동시흥제3동,21925,2554.544,21110
14,창제1동,시흥제3동,127.0438683,37.6483046,126.9057945,37.4403095,창제1동시흥제3동,39702,3755.981,33710
15,문정2동,시흥제3동,127.1108107,37.489823,126.9057945,37.4403095,문정2동시흥제3동,22380,2187.156,21850
16,등촌제3동,잠원동,126.847881,37.5589789,127.0140771,37.5149619,등촌제3동잠원동,20139,2357.693,18800
17,중계2.3동,잠원동,127.0687126,37.6421829,127.0140771,37.5149619,중계2.3동잠원동,21230,2468.63,20300
18,망우본동,잠원동,127.1014684,37.6005732,127.0140771,37.5149619,망우본동잠원동,17558,2346.62,17300
19,방배2동,잠원동,126.9855106,37.4797439,127.0140771,37.5149619,방배2동잠원동,6463,1295.531,8100
20,역삼1동,잠원동,127.0333574,37.4954841,127.0140771,37.5149619,역삼1동잠원동,4500,2085.878,8300
21,수서동,잠원동,127.104929,37.4889181,127.0140771,37.5149619,수서동잠원동,12449,1896.341,12500
22,응암제3동,잠원동,126.9157268,37.5922474,127.0140771,37.5149619,응암제3동잠원동,21389,2900.991,20800
