index,start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
1447,면목3.8동,장안1동,127.0880603,37.5829681,127.066375,37.567842,면목3.8동장안1동,0,0.0,0
1458,휘경제2동,장안2동,127.0685788,37.5902093,127.0706,37.578483,휘경제2동장안2동,0,0.0,0
1498,신당3동,진건읍,127.0090022,37.552479,127.1777148,37.6546279,신당3동진건읍,0,0.0,0
1526,장안2동,휘경제2동,127.0706,37.578483,127.0685788,37.5902093,장안2동휘경제2동,0,0.0,0
1543,길동,신당3동,127.1426791,37.5345598,127.0090022,37.552479,길동신당3동,0,0.0,0
1565,장안1동,영등포본동,127.066375,37.567842,126.9093046,37.5146826,장안1동영등포본동,0,0.0,0
1582,논현2동,삼송동,127.037213,37.517342,126.8937039,37.6525828,논현2동삼송동,0,0.0,0
1596,답십리4동,광희동,127.06125,37.567417,127.0050623,37.564494,답십리4동광희동,0,0.0,0
1601,이화동,답십리4동,127.004338,37.577008,127.06125,37.567417,이화동답십리4동,0,0.0,0
1603,답십리3동,오류제2동,127.0512678,37.5717963,126.8395371,37.4888016,답십리3동오류제2동,0,0.0,0
1611,방화제3동,제기동,126.8135628,37.5787386,127.0378551,37.5831612,방화제3동제기동,0,0.0,0
1613,면목제4동,상도1동,127.0855775,37.5746736,126.953089,37.4981,면목제4동상도1동,0,0.0,0
1627,신정3동,제기동,126.8547892,37.5151685,127.0378551,37.5831612,신정3동제기동,0,0.0,0
1636,전농3동,반포3동,127.0600375,37.5781027,127.0056289,37.5120925,전농3동반포3동,0,0.0,0
1639,공릉1.3동,공릉1.3동,127.073838,37.624874,127.073838,37.624874,공릉1.3동공릉1.3동,0,0.0,0
1644,세곡동,세곡동,127.1043555,37.4643683,127.1043555,37.4643683,세곡동세곡동,0,0.0,0
1656,답십리4동,사직동,127.06125,37.567417,126.9688397,37.576196,답십리4동사직동,0,0.0,0
1748,번제3동,번제3동,127.04665,37.625874,127.04665,37.625874,번제3동번제3동,0,0.0,0
1769,전농3동,면목3.8동,127.0600375,37.5781027,127.0880603,37.5829681,전농3동면목3.8동,0,0.0,0
1774,삼선동,삼선동,127.0146297,37.5908326,127.0146297,37.5908326,삼선동삼선동,0,0.0,0
1780,신원동,신원동,126.9273519,37.4815883,126.9273519,37.4815883,신원동신원동,0,0.0,0
1792,장안1동,상일동,127.066375,37.567842,127.1683007,37.550583,장안1동상일동,0,0.0,0
1798,상도1동,강일동,126.953089,37.4981,127.173909,37.5649783,상도1동강일동,0,0.0,0
1823,상도1동,보라매동,126.953089,37.4981,126.9327389,37.4881456,상도1동보라매동,0,0.0,0
1830,장안1동,신대방제2동,127.066375,37.567842,126.9244085,37.4984422,장안1동신대방제2동,0,0.0,0
1889,전농3동,명동,127.0600375,37.5781027,126.98585,37.560042,전농3동명동,0,0.0,0
1909,사근동,면목3.8동,127.0453315,37.5614846,127.0880603,37.5829681,사근동면목3.8동,0,0.0,0
1921,상도1동,서빙고동,126.953089,37.4981,126.994663,37.520458,상도1동서빙고동,0,0.0,0
1922,이문3동,성수1가제2동,127.065075,37.6033571,127.0443325,37.5462991,이문3동성수1가제2동,0,0.0,0
1932,수서동,수서동,127.104929,37.4889181,127.104929,37.4889181,수서동수서동,0,0.0,0
1947,방화제1동,상도1동,126.817026,37.5703659,126.953089,37.4981,방화제1동상도1동,0,0.0,0
1948,이태원제1동,김포본동,126.9950384,37.5325225,126.7057,37.6275987,이태원제1동김포본동,0,0.0,0
1959,망우본동,면목3.8동,127.1014684,37.6005732,127.0880603,37.5829681,망우본동면목3.8동,0,0.0,0
1969,신내2동,장안2동,127.0942306,37.6061896,127.0706,37.578483,신내2동장안2동,0,0.0,0
1972,답십리4동,이화동,127.06125,37.567417,127.004338,37.577008,답십리4동이화동,0,0.0,0
2011,풍납2동,가능동,127.1157686,37.5292584,127.0384877,37.7505409,풍납2동가능동,0,0.0,0
2036,이화동,장안1동,127.004338,37.577008,127.066375,37.567842,이화동장안1동,0,0.0,0
2037,신당1동,서초2동,127.0145478,37.5620973,127.02496,37.49208,신당1동서초2동,0,0.0,0
2092,장안2동,역곡2동,127.0706,37.578483,126.7871105,37.4965961,장안2동역곡2동,0,0.0,0
2111,답십리3동,화양동,127.0512678,37.5717963,127.0713152,37.5465421,답십리3동화양동,0,0.0,0
2135,성산제2동,명륜3가,126.9090061,37.568618,126.9931,37.5875,성산제2동명륜3가,0,0.0,0
2230,독산제4동,독산제4동,126.9022074,37.4675452,126.9022074,37.4675452,독산제4동독산제4동,0,0.0,0
2248,답십리3동,잠실6동,127.0512678,37.5717963,127.10065,37.518142,답십리3동잠실6동,0,0.0,0
2251,신당4동,중화제2동,127.014687,37.557083,127.0795427,37.5993838,신당4동중화제2동,0,0.0,0
2258,신당1동,신정7동,127.0145478,37.5620973,126.8597007,37.514393,신당1동신정7동,0,0.0,0
2275,중화제2동,면목3.8동,127.0795427,37.5993838,127.0880603,37.5829681,중화제2동면목3.8동,0,0.0,0
2315,진관동,상도1동,126.9210512,37.634983,126.953089,37.4981,진관동상도1동,0,0.0,0
2325,한강로동,상도1동,126.9692332,37.5281071,126.953089,37.4981,한강로동상도1동,0,0.0,0
2326,정릉제4동,정릉제4동,127.0069798,37.6133387,127.0069798,37.6133387,정릉제4동정릉제4동,0,0.0,0
2334,대흥동,대흥동,126.9424619,37.5557827,126.9424619,37.5557827,대흥동대흥동,0,0.0,0
2362,신당3동,노량진제1동,127.0090022,37.552479,126.942013,37.512308,신당3동노량진제1동,0,0.0,0
2365,망우본동,망우본동,127.1014684,37.6005732,127.1014684,37.6005732,망우본동망우본동,0,0.0,0
2367,이문3동,이문2동,127.065075,37.6033571,127.065075,37.6033571,이문3동이문2동,0,0.0,0
2370,전농3동,성북동,127.0600375,37.5781027,127.0032875,37.5911237,전농3동성북동,0,0.0,0
2374,화곡제1동,장기본동,126.841562,37.530408,126.6716999,37.6523061,화곡제1동장기본동,0,0.0,0
2431,제기동,중계2.3동,127.0378551,37.5831612,127.0687126,37.6421829,제기동중계2.3동,0,0.0,0
2445,역촌동,장기본동,126.915114,37.6044046,126.6716999,37.6523061,역촌동장기본동,0,0.0,0
2466,진관동,진관동,126.9210512,37.634983,126.9210512,37.634983,진관동진관동,0,0.0,0
2502,신촌동,상도1동,126.9418114,37.5640923,126.953089,37.4981,신촌동상도1동,0,0.0,0
2504,제기동,응암제2동,127.0378551,37.5831612,126.9230926,37.5946071,제기동응암제2동,0,0.0,0
2511,수유제2동,김포본동,127.0198777,37.6447027,126.7057,37.6275987,수유제2동김포본동,0,0.0,0
2512,장안2동,한강로동,127.0706,37.578483,126.9692332,37.5281071,장안2동한강로동,0,0.0,0
2516,제기동,회현동,127.0378551,37.5831612,126.9793216,37.5572864,제기동회현동,0,0.0,0
2519,방화제1동,신당3동,126.817026,37.5703659,127.0090022,37.552479,방화제1동신당3동,0,0.0,0
2531,면목본동,면목3.8동,127.0874227,37.5873592,127.0880603,37.5829681,면목본동면목3.8동,0,0.0,0
2565,청량리동,청량리동,127.0472767,37.5862586,127.0472767,37.5862586,청량리동청량리동,0,0.0,0
2576,장안2동,신내2동,127.0706,37.578483,127.0942306,37.6061896,장안2동신내2동,0,0.0,0
2583,신도림동,신도림동,126.8805826,37.5077664,126.8805826,37.5077664,신도림동신도림동,0,0.0,0
2635,신당4동,과천동,127.014687,37.557083,126.9954261,37.4484318,신당4동과천동,0,0.0,0
2656,답십리3동,춘궁동,127.0512678,37.5717963,127.19415,37.522175,답십리3동춘궁동,0,0.0,0
2672,공덕동,장기본동,126.960025,37.550192,126.6716999,37.6523061,공덕동장기본동,0,0.0,0
2675,신정2동,상도1동,126.870679,37.5192314,126.953089,37.4981,신정2동상도1동,0,0.0,0
2685,동선동,장안1동,127.0203666,37.5939824,127.066375,37.567842,동선동장안1동,0,0.0,0
2723,삼성동,삼성동,127.062532,37.5144424,127.062532,37.5144424,삼성동삼성동,0,0.0,0
2727,명륜3가,진관동,126.9931,37.5875,126.9210512,37.634983,명륜3가진관동,0,0.0,0
2729,성현동,신당4동,126.9481271,37.4895366,127.014687,37.557083,성현동신당4동,0,0.0,0
2741,월계3동,신당6동,127.0692485,37.6210475,127.0194239,37.5600562,월계3동신당6동,0,0.0,0
2750,신당2동,응봉동,127.0082322,37.5542861,127.0334357,37.5531636,신당2동응봉동,0,0.0,0
2756,면목3.8동,면목3.8동,127.0880603,37.5829681,127.0880603,37.5829681,면목3.8동면목3.8동,0,0.0,0
2773,면목3.8동,중곡제2동,127.0880603,37.5829681,127.081487,37.560308,면목3.8동중곡제2동,0,0.0,0
2798,방화제1동,방화제1동,126.817026,37.5703659,126.817026,37.5703659,방화제1동방화제1동,0,0.0,0
2809,일원1동,장기본동,127.0879629,37.491839,126.6716999,37.6523061,일원1동장기본동,0,0.0,0
2838,신당6동,이화동,127.0194239,37.5600562,127.004338,37.577008,신당6동이화동,0,0.0,0
2839,삼각산동,제기동,127.0207209,37.6151568,127.0378551,37.5831612,삼각산동제기동,0,0.0,0
2880,이문3동,면목제5동,127.065075,37.6033571,127.079511,37.5857842,이문3동면목제5동,0,0.0,0
2891,답십리3동,구의제2동,127.0512678,37.5717963,127.0899111,37.5472481,답십리3동구의제2동,0,0.0,0
2893,답십리3동,양재2동,127.0512678,37.5717963,127.041188,37.470601,답십리3동양재2동,0,0.0,0
2894,답십리3동,신설동,127.0512678,37.5717963,127.0255251,37.5749343,답십리3동신설동,0,0.0,0
2905,답십리4동,장지동,127.06125,37.567417,127.1354,37.4785,답십리4동장지동,0,0.0,0
2912,면목제5동,이문3동,127.079511,37.5857842,127.065075,37.6033571,면목제5동이문3동,0,0.0,0
2916,인수동,장안1동,127.0106307,37.6415105,127.066375,37.567842,인수동장안1동,0,0.0,0
2924,행당제2동,제기동,127.02935,37.558208,127.0378551,37.5831612,행당제2동제기동,0,0.0,0
2926,신당4동,필동,127.014687,37.557083,126.9955699,37.5601529,신당4동필동,0,0.0,0
2930,면목본동,전농3동,127.0874227,37.5873592,127.0600375,37.5781027,면목본동전농3동,0,0.0,0
2954,우이동,장기본동,127.0118533,37.6479523,126.6716999,37.6523061,우이동장기본동,0,0.0,0
2983,시흥제2동,상도1동,126.9148345,37.4495487,126.953089,37.4981,시흥제2동상도1동,0,0.0,0
3009,방화제2동,장기본동,126.8067549,37.5666997,126.6716999,37.6523061,방화제2동장기본동,0,0.0,0
3011,답십리4동,전농2동,127.06125,37.567417,127.0600375,37.5781027,답십리4동전농2동,0,0.0,0
3019,신당6동,내곡동,127.0194239,37.5600562,127.0583103,37.4493583,신당6동내곡동,0,0.0,0
3035,강일동,신당4동,127.173909,37.5649783,127.014687,37.557083,강일동신당4동,0,0.0,0
3100,연희동,연희동,126.9351754,37.5739083,126.9351754,37.5739083,연희동연희동,0,0.0,0
3133,응암제1동,신당3동,126.926813,37.6006884,127.0090022,37.552479,응암제1동신당3동,0,0.0,0
3134,이문3동,흑석동,127.065075,37.6033571,126.966612,37.5058617,이문3동흑석동,0,0.0,0
3166,중앙동,중앙동,126.9497133,37.4842598,126.9497133,37.4842598,중앙동중앙동,0,0.0,0
3193,청림동,상도1동,126.9585773,37.4918329,126.953089,37.4981,청림동상도1동,0,0.0,0
3195,상도1동,신촌동,126.953089,37.4981,126.9418114,37.5640923,상도1동신촌동,0,0.0,0
3205,장안2동,하계1동,127.0706,37.578483,127.0725852,37.6405374,장안2동하계1동,0,0.0,0
3238,숭인제2동,신당1동,127.019988,37.574867,127.0145478,37.5620973,숭인제2동신당1동,0,0.0,0
3244,번제2동,번제2동,127.0387953,37.6323588,127.0387953,37.6323588,번제2동번제2동,0,0.0,0
3248,명륜3가,이화동,126.9931,37.5875,127.004338,37.577008,명륜3가이화동,0,0.0,0
3291,행당제2동,면목3.8동,127.02935,37.558208,127.0880603,37.5829681,행당제2동면목3.8동,0,0.0,0
3303,상도1동,구로제5동,126.953089,37.4981,126.8892945,37.5001593,상도1동구로제5동,0,0.0,0
3304,묵제1동,면목3.8동,127.0784729,37.6123734,127.0880603,37.5829681,묵제1동면목3.8동,0,0.0,0
3326,장안1동,가락본동,127.066375,37.567842,127.1217864,37.4955568,장안1동가락본동,0,0.0,0
3372,은천동,은천동,126.9424278,37.4853086,126.9424278,37.4853086,은천동은천동,0,0.0,0
3377,석관동,석관동,127.061413,37.612957,127.061413,37.612957,석관동석관동,0,0.0,0
3405,풍납2동,풍납2동,127.1157686,37.5292584,127.1157686,37.5292584,풍납2동풍납2동,0,0.0,0
3528,길동,제기동,127.1426791,37.5345598,127.0378551,37.5831612,길동제기동,0,0.0,0
3542,상도제2동,상도1동,126.942296,37.5055197,126.953089,37.4981,상도제2동상도1동,0,0.0,0
3546,방학제1동,흥선동,127.0407251,37.6641763,127.0306961,37.7463446,방학제1동흥선동,0,0.0,0
3578,중계4동,면목3.8동,127.0780091,37.6587275,127.0880603,37.5829681,중계4동면목3.8동,0,0.0,0
3599,이문3동,충현동,127.065075,37.6033571,126.9546863,37.5648265,이문3동충현동,0,0.0,0
3602,면목3.8동,고강본동,127.0880603,37.5829681,126.8034928,37.5167184,면목3.8동고강본동,0,0.0,0
3624,불광제2동,신당1동,126.9257389,37.6208567,127.0145478,37.5620973,불광제2동신당1동,0,0.0,0
3642,신월6동,답십리3동,126.8451512,37.5180328,127.0512678,37.5717963,신월6동답십리3동,0,0.0,0
3678,거여1동,전농3동,127.1432324,37.4969643,127.0600375,37.5781027,거여1동전농3동,0,0.0,0
3709,오륜동,오륜동,127.1343,37.515425,127.1343,37.515425,오륜동오륜동,0,0.0,0
3714,신당3동,도곡1동,127.0090022,37.552479,127.0390246,37.488238,신당3동도곡1동,0,0.0,0
3784,불광제1동,가능동,126.9320747,37.6103876,127.0384877,37.7505409,불광제1동가능동,0,0.0,0
3821,삼성1동,장안1동,127.062532,37.5144424,127.066375,37.567842,삼성1동장안1동,0,0.0,0
3822,수궁동,신당1동,126.8314627,37.4939422,127.0145478,37.5620973,수궁동신당1동,0,0.0,0
3828,성산제1동,제기동,126.90785,37.5634083,127.0378551,37.5831612,성산제1동제기동,0,0.0,0
3841,답십리3동,상계8동,127.0512678,37.5717963,127.0515874,37.6667854,답십리3동상계8동,0,0.0,0
3973,홍제제1동,신당3동,126.9448779,37.5876988,127.0090022,37.552479,홍제제1동신당3동,0,0.0,0
3989,종로1.2.3.4가동,명륜3가,126.9902618,37.574461,126.9931,37.5875,종로1.2.3.4가동명륜3가,0,0.0,0
4024,신내2동,신당3동,127.0942306,37.6061896,127.0090022,37.552479,신내2동신당3동,0,0.0,0
4032,상도1동,중앙동,126.953089,37.4981,126.9497133,37.4842598,상도1동중앙동,0,0.0,0
4042,명륜3가,종로1.2.3.4가동,126.9931,37.5875,126.9902618,37.574461,명륜3가종로1.2.3.4가동,0,0.0,0
4047,양평제1동,장안2동,126.888238,37.52365,127.0706,37.578483,양평제1동장안2동,0,0.0,0
4106,이문3동,영종동,127.065075,37.6033571,126.5315335,37.4942488,이문3동영종동,0,0.0,0
4107,신당1동,남영동,127.0145478,37.5620973,126.9748403,37.5457586,신당1동남영동,0,0.0,0
4113,답십리3동,하안2동,127.0512678,37.5717963,126.8747335,37.4647164,답십리3동하안2동,0,0.0,0
4127,상도1동,우장산동,126.953089,37.4981,126.8418849,37.5482468,상도1동우장산동,0,0.0,0
4148,중계2.3동,면목3.8동,127.0687126,37.6421829,127.0880603,37.5829681,중계2.3동면목3.8동,0,0.0,0
4152,전농2동,이문3동,127.0600375,37.5781027,127.065075,37.6033571,전농2동이문3동,0,0.0,0
4154,가양제2동,김포본동,126.8512826,37.5673763,126.7057,37.6275987,가양제2동김포본동,0,0.0,0
4165,독산제3동,면목3.8동,126.9032524,37.4751198,127.0880603,37.5829681,독산제3동면목3.8동,0,0.0,0
4175,명륜3가,녹번동,126.9931,37.5875,126.9298245,37.6021944,명륜3가녹번동,0,0.0,0
4185,신당1동,상도제3동,127.0145478,37.5620973,126.9313793,37.4991123,신당1동상도제3동,0,0.0,0
4194,번제3동,답십리3동,127.04665,37.625874,127.0512678,37.5717963,번제3동답십리3동,0,0.0,0
4214,상도1동,상도1동,126.953089,37.4981,126.953089,37.4981,상도1동상도1동,0,0.0,0
4223,도봉제2동,가능동,127.046575,37.669751,127.0384877,37.7505409,도봉제2동가능동,0,0.0,0
4229,신당3동,신촌동,127.0090022,37.552479,126.9418114,37.5640923,신당3동신촌동,0,0.0,0
4246,영등포동,영등포동,126.9106918,37.5203985,126.9106918,37.5203985,영등포동영등포동,0,0.0,0
4258,신당4동,우이동,127.014687,37.557083,127.0118533,37.6479523,신당4동우이동,0,0.0,0
4268,신사제1동,신당3동,126.9117735,37.5978445,127.0090022,37.552479,신사제1동신당3동,0,0.0,0
4296,가양제1동,가양제1동,126.8447099,37.5695239,126.8447099,37.5695239,가양제1동가양제1동,0,0.0,0
4297,암사제3동,답십리3동,127.1408249,37.5549912,127.0512678,37.5717963,암사제3동답십리3동,0,0.0,0
4362,신당2동,삼성동,127.0082322,37.5542861,127.062532,37.5144424,신당2동삼성동,0,0.0,0
4389,마천2동,마천2동,127.1485193,37.4968477,127.1485193,37.4968477,마천2동마천2동,0,0.0,0
4403,답십리3동,사근동,127.0512678,37.5717963,127.0453315,37.5614846,답십리3동사근동,0,0.0,0
4410,송중동,송중동,127.033738,37.616099,127.033738,37.616099,송중동송중동,0,0.0,0
4418,면목3.8동,회기동,127.0880603,37.5829681,127.0553132,37.5908083,면목3.8동회기동,0,0.0,0
4422,성산제1동,성산제1동,126.90785,37.5634083,126.90785,37.5634083,성산제1동성산제1동,0,0.0,0
4458,신당4동,명동,127.014687,37.557083,126.98585,37.560042,신당4동명동,0,0.0,0
4476,장안2동,상일동,127.0706,37.578483,127.1683007,37.550583,장안2동상일동,0,0.0,0
4495,월계3동,면목3.8동,127.0692485,37.6210475,127.0880603,37.5829681,월계3동면목3.8동,0,0.0,0
4505,답십리4동,청운효자동,127.06125,37.567417,126.9706519,37.5841367,답십리4동청운효자동,0,0.0,0
4523,화곡제6동,화곡제6동,126.8501301,37.5518173,126.8501301,37.5518173,화곡제6동화곡제6동,0,0.0,0
4588,상도1동,원천동,126.953089,37.4981,127.0532171,37.2734789,상도1동원천동,0,0.0,0
4591,명륜3가,용두동,126.9931,37.5875,127.0372011,37.5758884,명륜3가용두동,0,0.0,0
4633,장안1동,안암동,127.066375,37.567842,127.0213292,37.5858498,장안1동안암동,0,0.0,0
4643,신당1동,왕십리제2동,127.0145478,37.5620973,127.0310207,37.5617987,신당1동왕십리제2동,0,0.0,0
4653,상도1동,번제2동,126.953089,37.4981,127.0387953,37.6323588,상도1동번제2동,0,0.0,0
4669,화곡본동,화곡본동,126.847725,37.544075,126.847725,37.544075,화곡본동화곡본동,0,0.0,0
4671,공릉1.3동,장안1동,127.073838,37.624874,127.066375,37.567842,공릉1.3동장안1동,0,0.0,0
4702,방화제3동,상도1동,126.8135628,37.5787386,126.953089,37.4981,방화제3동상도1동,0,0.0,0
4704,명륜3가,청파동,126.9931,37.5875,126.9674,37.5488,명륜3가청파동,0,0.0,0
4732,답십리3동,이화동,127.0512678,37.5717963,127.004338,37.577008,답십리3동이화동,0,0.0,0
4769,을지로동,신당6동,126.9913342,37.5667163,127.0194239,37.5600562,을지로동신당6동,0,0.0,0
4770,중계4동,중계4동,127.0780091,37.6587275,127.0780091,37.6587275,중계4동중계4동,0,0.0,0
4781,면목3.8동,신내1동,127.0880603,37.5829681,127.099538,37.605882,면목3.8동신내1동,0,0.0,0
4796,강일동,제기동,127.173909,37.5649783,127.0378551,37.5831612,강일동제기동,0,0.0,0
4798,회현동,면목3.8동,126.9793216,37.5572864,127.0880603,37.5829681,회현동면목3.8동,0,0.0,0
4803,신길제1동,신길제1동,126.9214285,37.5112667,126.9214285,37.5112667,신길제1동신길제1동,0,0.0,0
4811,면목3.8동,중계4동,127.0880603,37.5829681,127.0780091,37.6587275,면목3.8동중계4동,0,0.0,0
