start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
청운효자동,을지로동,126.9706519,37.5841367,126.9913342,37.5667163,청운효자동을지로동,5193,959.957,7000
상암동,화곡제1동,126.8946875,37.578325,126.841562,37.530408,상암동화곡제1동,11000,1415.828,11100
종로1.2.3.4가동,가양제3동,126.9902618,37.574461,126.8605955,37.561092,종로1.2.3.4가동가양제3동,16130,2154.664,15800
청룡동,청림동,126.9416518,37.4791304,126.9585773,37.4918329,청룡동청림동,2719,521.411,4500
이태원제1동,중곡제3동,126.9950384,37.5325225,127.0801736,37.5688084,이태원제1동중곡제3동,18151,1800.982,16800
이촌제2동,상계10동,126.9547071,37.5262575,127.060225,37.661274,이촌제2동상계10동,26955,2298.177,23600
수서동,오류제2동,127.104929,37.4889181,126.8395371,37.4888016,수서동오류제2동,26025,3399.335,24790
대림제3동,의정부2동,126.8980312,37.4983347,127.0427947,37.7407861,대림제3동의정부2동,47783,3176.266,45210
일원1동,송포동,127.0879629,37.491839,126.7355113,37.6714524,일원1동송포동,50237,3571.765,43630
중계2.3동,대화동,127.0687126,37.6421829,126.7551772,37.6829774,중계2.3동대화동,42681,3160.925,40690
상봉제1동,쌍문제4동,127.0872004,37.5998799,127.028425,37.656482,상봉제1동쌍문제4동,12222,1627.5,12700
답십리제4동,송내1동,,,126.7789446,37.4824389,답십리제4동송내1동,0,0.0,0
잠실6동,장항2동,127.10065,37.518142,126.7783329,37.649886,잠실6동장항2동,41822,2801.697,36210
발산제1동,화곡제4동,126.8331686,37.5531209,126.8609068,37.5346476,발산제1동화곡제4동,5889,972.701,6800
천호제2동,풍산동,127.1254351,37.5435257,126.7999452,37.6641075,천호제2동풍산동,46369,3761.092,39650
갈현제1동,송포동,126.916675,37.623707,126.7355113,37.6714524,갈현제1동송포동,25632,2094.315,26210
구의제2동,서초4동,127.0899111,37.5472481,127.0221589,37.5026685,구의제2동서초4동,13735,2174.923,14100
삼양동,개포2동,127.0197725,37.6250518,127.0689523,37.4897723,삼양동개포2동,20893,3318.093,21600
자양제1동,등촌제3동,127.082438,37.534508,126.847881,37.5589789,자양제1동등촌제3동,27587,2482.584,23500
상계2동,연희동,127.0678377,37.6574727,126.9351754,37.5739083,상계2동연희동,19950,3379.978,21400
신정4동,동선동,126.8558042,37.5245455,127.0203666,37.5939824,신정4동동선동,22870,2976.741,22700
신도림동,가양제2동,126.8805826,37.5077664,126.8512826,37.5673763,신도림동가양제2동,11152,1609.753,11300
서교동,고양동,126.914588,37.5551015,126.9037032,37.7033661,서교동고양동,25023,1654.822,23970
개봉제3동,화곡제6동,126.853838,37.485993,126.8501301,37.5518173,개봉제3동화곡제6동,9618,1737.167,10800
화양동,하계2동,127.0713152,37.5465421,127.0679733,37.6320048,화양동하계2동,11782,987.243,11300
잠실6동,회현동,127.10065,37.518142,126.9793216,37.5572864,잠실6동회현동,15604,1922.967,15000
서교동,흑석동,126.914588,37.5551015,126.966612,37.5058617,서교동흑석동,12436,1452.859,12800
신촌동,백석1동,126.9418114,37.5640923,126.7925109,37.6496787,신촌동백석1동,20692,1772.976,20830
응암제3동,신월7동,126.9157268,37.5922474,126.8346571,37.5219343,응암제3동신월7동,14342,2262.914,15400
삼성동,둔촌제2동,127.062532,37.5144424,127.1419221,37.5332885,삼성동둔촌제2동,9403,937.472,10100
대림제3동,묵제1동,126.8980312,37.4983347,127.0784729,37.6123734,대림제3동묵제1동,30439,2857.014,27100
일원2동,거여2동,127.0737224,37.4922048,127.1468764,37.4935803,일원2동거여2동,7843,1100.602,9200
하계1동,부림동,127.0725852,37.6405374,126.9986011,37.4335392,하계1동부림동,32500,5492.815,34250
신월4동,성북동,126.8401341,37.5246218,127.0032875,37.5911237,신월4동성북동,24922,2973.886,23400
화곡제3동,흑석동,126.8384231,37.5425392,126.966612,37.5058617,화곡제3동흑석동,17589,2611.828,18100
독산제1동,신원동,126.897041,37.4702453,126.9273519,37.4815883,독산제1동신원동,3950,662.883,5300
사직동,상암동,126.9688397,37.576196,126.8946875,37.578325,사직동상암동,8626,978.231,9300
구로제5동,소하1동,126.8892945,37.5001593,126.8848965,37.4522686,구로제5동소하1동,7699,1397.788,9510
역촌동,성수1가제1동,126.915114,37.6044046,127.04965,37.542108,역촌동성수1가제1동,23899,3589.131,23400
성산제2동,이촌제2동,126.9090061,37.568618,126.9547071,37.5262575,성산제2동이촌제2동,9857,1555.195,10400
가양제3동,월계2동,126.8605955,37.561092,127.0508,37.6325377,가양제3동월계2동,24644,2582.849,21700
신길제5동,잠원동,126.9052679,37.5016177,127.0140771,37.5149619,신길제5동잠원동,14064,2148.75,14500
여의동,성산제2동,126.934584,37.5177232,126.9090061,37.568618,여의동성산제2동,11557,1050.522,11500
신림동,공항동,126.927075,37.487426,126.8101437,37.5588296,신림동공항동,16210,2561.969,19810
행당제2동,용두동,127.02935,37.558208,127.0372011,37.5758884,행당제2동용두동,3467,584.531,5000
사당제5동,합정동,126.9668658,37.4857521,126.9118888,37.5516561,사당제5동합정동,13442,1497.078,13200
송중동,신대방제2동,127.033738,37.616099,126.9244085,37.4984422,송중동신대방제2동,26578,3320.474,22700
신내1동,종로1.2.3.4가동,127.099538,37.605882,126.9902618,37.574461,신내1동종로1.2.3.4가동,12559,2678.984,15700
번제2동,가양제3동,127.0387953,37.6323588,126.8605955,37.561092,번제2동가양제3동,25548,3290.346,23800
삼양동,신대방제2동,127.0197725,37.6250518,126.9244085,37.4984422,삼양동신대방제2동,27436,3564.65,24600
성현동,가양제3동,126.9481271,37.4895366,126.8605955,37.561092,성현동가양제3동,14609,1995.519,14100
화양동,구미1동,127.0713152,37.5465421,127.111763,37.349365,화양동구미1동,26727,2324.374,24850
응봉동,신대방제2동,127.0334357,37.5531636,126.9244085,37.4984422,응봉동신대방제2동,13572,1913.67,13700
쌍문제2동,세곡동,127.0389254,37.6579935,127.1043555,37.4643683,쌍문제2동세곡동,31578,4456.856,31300
창제4동,가양제3동,127.0515994,37.6522276,126.8605955,37.561092,창제4동가양제3동,28301,3883.601,27100
천호제3동,가양제3동,127.1332269,37.5361455,126.8605955,37.561092,천호제3동가양제3동,32298,2976.892,27200
면목제4동,신대방제2동,127.0855775,37.5746736,126.9244085,37.4984422,면목제4동신대방제2동,22601,3181.942,21300
응암제2동,방화제1동,126.9230926,37.5946071,126.817026,37.5703659,응암제2동방화제1동,15222,2129.302,16590
상계3.4동,신대방제2동,127.0832665,37.6729133,126.9244085,37.4984422,상계3.4동신대방제2동,36875,5424.124,34900
삼각산동,신대방제2동,127.0207209,37.6151568,126.9244085,37.4984422,삼각산동신대방제2동,26589,3451.371,23800
면목본동,가양제3동,127.0874227,37.5873592,126.8605955,37.561092,면목본동가양제3동,31098,3801.982,27800
오류제2동,가양제3동,126.8395371,37.4888016,126.8605955,37.561092,오류제2동가양제3동,15663,2822.301,18400
천호제2동,가양제3동,127.1254351,37.5435257,126.8605955,37.561092,천호제2동가양제3동,33223,3098.236,27900
성현동,백석2동,126.9481271,37.4895366,126.7856111,37.6439531,성현동백석2동,27749,2253.865,25550
중계4동,신대방제2동,127.0780091,37.6587275,126.9244085,37.4984422,중계4동신대방제2동,32678,4923.633,32800
공릉2동,가양제3동,127.083488,37.621332,126.8605955,37.561092,공릉2동가양제3동,26484,3485.388,24600
도봉제1동,가양제3동,127.0434369,37.6786913,126.8605955,37.561092,도봉제1동가양제3동,40693,3188.458,39570
번제1동,번제3동,127.0288473,37.6378913,127.04665,37.625874,번제1동번제3동,2290,451.56,4100
수유제1동,가양제3동,127.0176014,37.6300865,126.8605955,37.561092,수유제1동가양제3동,23821,3228.359,22200
송정동,남영동,127.0696004,37.5545217,126.9748403,37.5457586,송정동남영동,12388,1873.483,12500
암사제1동,가양제3동,127.132663,37.551508,126.8605955,37.561092,암사제1동가양제3동,32850,3091.731,27600
방학제2동,가양제3동,127.0351005,37.6681842,126.8605955,37.561092,방학제2동가양제3동,42224,3438.961,41270
한강로동,독산제3동,126.9692332,37.5281071,126.9032524,37.4751198,한강로동독산제3동,10550,1652.486,11200
서강동,방화제1동,126.9321095,37.5477577,126.817026,37.5703659,서강동방화제1동,15345,1260.519,14200
이촌제1동,회현동,126.9732,37.5214167,126.9793216,37.5572864,이촌제1동회현동,6282,1009.234,7400
전농제3동,답십리제4동,,,,,전농제3동답십리제4동,0,0.0,0
오류제2동,평창동,126.8395371,37.4888016,126.9681871,37.6063166,오류제2동평창동,22930,3776.069,25000
역촌동,중림동,126.915114,37.6044046,126.9644863,37.5548629,역촌동중림동,10716,2142.248,12700
망원제2동,가양제3동,126.9023578,37.5602495,126.8605955,37.561092,망원제2동가양제3동,6373,943.434,7400
구로제4동,시흥제5동,126.8891697,37.4916271,126.908294,37.4523912,구로제4동시흥제5동,6502,1085.951,7400
답십리제1동,행당제1동,127.0512678,37.5717963,127.036188,37.558567,답십리제1동행당제1동,2845,663.642,4600
구산동,중화제1동,126.9103893,37.6117455,127.080623,37.6011745,구산동중화제1동,20085,2717.924,19800
장안제1동,제기제2동,127.066375,37.567842,,,장안제1동제기제2동,0,0.0,0
번제3동,석수1동,127.04665,37.625874,126.9105353,37.4196839,번제3동석수1동,37364,4311.584,35290
상계2동,교문1동,127.0678377,37.6574727,127.127737,37.601215,상계2동교문1동,11039,1840.865,13470
자양제4동,부림동,127.0662969,37.5341115,126.9986011,37.4335392,자양제4동부림동,17290,2232.022,16990
길동,가양제3동,127.1426791,37.5345598,126.8605955,37.561092,길동가양제3동,33061,3124.572,28200
하계2동,월계3동,127.0679733,37.6320048,127.0692485,37.6210475,하계2동월계3동,2588,447.026,4400
성수2가제1동,정릉제3동,127.0540659,37.5395907,127.004186,37.6089578,성수2가제1동정릉제3동,16331,1382.075,14800
종암동,묵제1동,127.0351572,37.5990075,127.0784729,37.6123734,종암동묵제1동,6769,968.226,7900
홍제제3동,논현1동,126.9496737,37.5938295,127.028461,37.5115706,홍제제3동논현1동,22846,2724.768,21500
신월7동,상암동,126.8346571,37.5219343,126.8946875,37.578325,신월7동상암동,11454,1955.888,13130
자양제2동,성수1가제1동,127.084438,37.528825,127.04965,37.542108,자양제2동성수1가제1동,4827,778.497,6100
대학동,공릉2동,126.9369907,37.4706145,127.083488,37.621332,대학동공릉2동,29510,3353.321,27800
마장동,신대방제2동,127.045388,37.566325,126.9244085,37.4984422,마장동신대방제2동,18905,2209.653,17300
답십리제4동,가양제3동,,,126.8605955,37.561092,답십리제4동가양제3동,0,0.0,0
남가좌제2동,신대방제2동,126.9238889,37.5784658,126.9244085,37.4984422,남가좌제2동신대방제2동,11389,1835.519,12100
대림제3동,가양제3동,126.8980312,37.4983347,126.8605955,37.561092,대림제3동가양제3동,10568,1463.647,10800
구로제4동,신내2동,126.8891697,37.4916271,127.0942306,37.6061896,구로제4동신내2동,28984,3305.818,26100
신내1동,신대방제2동,127.099538,37.605882,126.9244085,37.4984422,신내1동신대방제2동,28505,4422.332,29200
홍제제3동,신대방제2동,126.9496737,37.5938295,126.9244085,37.4984422,홍제제3동신대방제2동,17267,2093.696,15500
사당제4동,노량진제2동,126.9716704,37.4809888,126.937352,37.508509,사당제4동노량진제2동,6529,986.036,7500
회현동,목3동,126.9793216,37.5572864,126.8644431,37.5448009,회현동목3동,15012,1890.491,14500
용답동,답십리제4동,127.0555515,37.5640618,,,용답동답십리제4동,0,0.0,0
신촌동,불광제1동,126.9418114,37.5640923,126.9320747,37.6103876,신촌동불광제1동,7420,962.786,8400
광희동,장지동,127.0050623,37.564494,127.1354,37.4785,광희동장지동,20074,2005.597,18100
교남동,회기동,126.9619364,37.5719391,127.0553132,37.5908083,교남동회기동,9844,1754.744,11400
상봉제2동,영종동,127.0808518,37.592892,126.5315335,37.4942488,상봉제2동영종동,78921,4534.729,72810
중계2.3동,송포동,127.0687126,37.6421829,126.7355113,37.6714524,중계2.3동송포동,49169,3081.804,46270
망원제2동,중곡제2동,126.9023578,37.5602495,127.081487,37.560308,망원제2동중곡제2동,21718,2464.565,20000
번제1동,성곡동,127.0288473,37.6378913,126.8034928,37.5167184,번제1동성곡동,35937,4724.524,35470
회기동,홍은제1동,127.0553132,37.5908083,126.9471111,37.5989056,회기동홍은제1동,13209,1670.658,12900
둔촌제2동,마천1동,127.1419221,37.5332885,127.1499724,37.4960195,둔촌제2동마천1동,4982,888.005,7230
수서동,송포동,127.104929,37.4889181,126.7355113,37.6714524,수서동송포동,48490,3388.999,42130
독산제1동,원신동,126.897041,37.4702453,126.8758486,37.6773754,독산제1동원신동,36797,3244.91,36750
성현동,망우본동,126.9481271,37.4895366,127.1014684,37.6005732,성현동망우본동,24053,2567.171,21500
전농제2동,남영동,127.0600375,37.5781027,126.9748403,37.5457586,전농제2동남영동,10963,2185.261,12600
성내제1동,천현동,127.122425,37.5304417,127.2240489,37.5192377,성내제1동천현동,19023,1471.712,18170
하계1동,퇴계원면,127.0725852,37.6405374,127.1446626,37.648977,하계1동퇴계원면,9746,1432.849,11870
월곡제2동,길동,127.0478758,37.6057667,127.1426791,37.5345598,월곡제2동길동,16853,2646.005,17700
자양제2동,성북동,127.084438,37.528825,127.0032875,37.5911237,자양제2동성북동,13873,2067.575,14800
신당제2동,답십리제2동,,,127.06125,37.567417,신당제2동답십리제2동,0,0.0,0
세곡동,중산동,127.1043555,37.4643683,126.7804521,37.6918198,세곡동중산동,49970,4168.192,43470
양재1동,중화제1동,127.026744,37.4716412,127.080623,37.6011745,양재1동중화제1동,23964,2222.687,21200
화곡제2동,당산제1동,126.854613,37.531817,126.897443,37.5249643,화곡제2동당산제1동,5081,1074.053,7500
대학동,독산제3동,126.9369907,37.4706145,126.9032524,37.4751198,대학동독산제3동,4666,729.412,5900
화곡제1동,화곡제1동,126.841562,37.530408,126.841562,37.530408,화곡제1동화곡제1동,0,0.0,0
용답동,오류제2동,127.0555515,37.5640618,126.8395371,37.4888016,용답동오류제2동,34530,3547.029,31130
삼청동,방배4동,126.981836,37.5850126,126.9923344,37.489007,삼청동방배4동,12890,1902.616,12500
중곡제2동,망원제2동,127.081487,37.560308,126.9023578,37.5602495,중곡제2동망원제2동,26995,2794.221,23100
금호4가동,양주1동,127.02241,37.5471987,127.0437813,37.7732673,금호4가동양주1동,33939,3064.056,31230
둔촌제2동,화도읍,127.1419221,37.5332885,127.3006163,37.6579185,둔촌제2동화도읍,26914,2060.515,27310
교남동,행주동,126.9619364,37.5719391,126.8253826,37.6184671,교남동행주동,19476,1800.722,19310
구로제1동,성내제3동,126.8757585,37.4930433,127.13287,37.5260101,구로제1동성내제3동,34043,3967.46,30400
개포1동,서빙고동,127.055737,37.4827409,126.994663,37.520458,개포1동서빙고동,10095,1512.504,11200
성곡동,번제1동,126.8034928,37.5167184,127.0288473,37.6378913,성곡동번제1동,33050,4609.803,37270
연남동,과천동,126.922027,37.564501,126.9954261,37.4484318,연남동과천동,19784,2888.164,18910
응암제1동,문원동,126.926813,37.6006884,127.0018402,37.4264061,응암제1동문원동,29121,4155.539,26470
신길제5동,대조동,126.9052679,37.5016177,126.920813,37.614165,신길제5동대조동,15803,2173.422,16300
신내2동,제기제1동,127.0942306,37.6061896,,,신내2동제기제1동,0,0.0,0
상봉제2동,묵제1동,127.0808518,37.592892,127.0784729,37.6123734,상봉제2동묵제1동,2359,295.167,4000
원신동,독산제1동,126.8758486,37.6773754,126.897041,37.4702453,원신동독산제1동,32991,3945.733,33330
제기제2동,여의동,,,126.934584,37.5177232,제기제2동여의동,0,0.0,0
신대방제2동,회현동,126.9244085,37.4984422,126.9793216,37.5572864,신대방제2동회현동,10022,1554.972,10700
상계1동,합정동,127.0549781,37.6799006,126.9118888,37.5516561,상계1동합정동,42082,3103.122,40750
도봉제2동,발산제1동,127.046575,37.669751,126.8331686,37.5531209,도봉제2동발산제1동,43435,3701.973,42910
남현동,구산동,126.9778366,37.4745394,126.9103893,37.6117455,남현동구산동,23311,2751.662,21600
상일동,천호제1동,127.1683007,37.550583,127.1368066,37.5450159,상일동천호제1동,3266,601.16,4900
화곡제4동,종로1.2.3.4가동,126.8609068,37.5346476,126.9902618,37.574461,화곡제4동종로1.2.3.4가동,16734,2702.834,17600
면목본동,이매1동,127.0874227,37.5873592,127.127146,37.3995239,면목본동이매1동,26451,3492.835,26870
신월5동,암사제3동,126.8271621,37.5386227,127.1408249,37.5549912,신월5동암사제3동,36331,3610.569,30100
천호제3동,잠실6동,127.1332269,37.5361455,127.10065,37.518142,천호제3동잠실6동,4636,829.779,6100
수서동,내곡동,127.104929,37.4889181,127.0583103,37.4493583,수서동내곡동,9912,1302.089,9700
답십리제2동,중계2.3동,127.06125,37.567417,127.0687126,37.6421829,답십리제2동중계2.3동,13554,1333.886,13100
신림동,한강로동,126.927075,37.487426,126.9692332,37.5281071,신림동한강로동,9657,1563.931,10500
개봉제1동,독산제1동,126.8511255,37.5003318,126.897041,37.4702453,개봉제1동독산제1동,7205,1228.748,9850
역촌동,소공동,126.915114,37.6044046,126.977025,37.562442,역촌동소공동,11740,2423.192,14000
신사제1동,신도동,126.9117735,37.5978445,,,신사제1동신도동,0,0.0,0
가양제1동,회천3동,126.8447099,37.5695239,127.0689798,37.8377866,가양제1동회천3동,57811,3457.548,54270
면목본동,종로1.2.3.4가동,127.0874227,37.5873592,126.9902618,37.574461,면목본동종로1.2.3.4가동,10797,2289.135,13000
휘경제1동,도봉제1동,127.065725,37.592932,127.0434369,37.6786913,휘경제1동도봉제1동,12434,1494.466,13000
낙성대동,신도림동,126.9583884,37.4762971,126.8805826,37.5077664,낙성대동신도림동,9496,1553.91,10300
갈현제1동,세곡동,126.916675,37.623707,127.1043555,37.4643683,갈현제1동세곡동,37599,4340.301,34000
백석읍,난곡동,126.9855156,37.7950756,126.9216507,37.4709634,백석읍난곡동,61020,6424.031,95530
신정4동,화곡본동,126.8558042,37.5245455,126.847725,37.544075,신정4동화곡본동,3213,510.083,4800
홍제제3동,송포동,126.9496737,37.5938295,126.7355113,37.6714524,홍제제3동송포동,29132,2296.801,27430
퇴계원면,하계1동,127.1446626,37.648977,127.0725852,37.6405374,퇴계원면하계1동,9184,1130.725,10470
청림동,송포동,126.9585773,37.4918329,126.7355113,37.6714524,청림동송포동,34736,2460.956,32030
방배4동,삼청동,126.9923344,37.489007,126.981836,37.5850126,방배4동삼청동,13352,1845.106,13600
고척제1동,개봉제1동,126.8628603,37.5004631,126.8511255,37.5003318,고척제1동개봉제1동,1820,349.587,3800
방학제1동,방학제3동,127.0407251,37.6641763,127.028036,37.6591685,방학제1동방학제3동,1708,388.798,3800
월계1동,능동,127.0630165,37.6199197,127.0804994,37.5537803,월계1동능동,9773,1848.1,11200
금호4가동,도봉제2동,127.02241,37.5471987,127.046575,37.669751,금호4가동도봉제2동,19883,1892.962,18400
정릉제2동,사직동,127.0111047,37.6044729,126.9688397,37.576196,정릉제2동사직동,8991,1665.577,10300
화곡제6동,상암동,126.8501301,37.5518173,126.8946875,37.578325,화곡제6동상암동,6082,883.613,7530
대학동,상도제1동,126.9369907,37.4706145,,,대학동상도제1동,0,0.0,0
내곡동,수서동,127.0583103,37.4493583,127.104929,37.4889181,내곡동수서동,8909,1158.617,9600
시흥제4동,마천1동,126.9061924,37.459029,127.1499724,37.4960195,시흥제4동마천1동,28793,3264.733,28750
천호제1동,군자동,127.1368066,37.5450159,127.0753494,37.5554853,천호제1동군자동,7404,1178.343,8200
역촌동,불광제2동,126.915114,37.6044046,126.9257389,37.6208567,역촌동불광제2동,2752,462.241,4600
중화제2동,방화제3동,127.0795427,37.5993838,126.8135628,37.5787386,중화제2동방화제3동,34978,4126.786,31200
망원제1동,등촌제2동,126.9055969,37.5556222,126.8625,37.542658,망원제1동등촌제2동,7502,881.069,8300
마천1동,문정2동,127.1499724,37.4960195,127.1108107,37.489823,마천1동문정2동,5457,962.323,6800
신월3동,개봉제1동,126.8291541,37.5336234,126.8511255,37.5003318,신월3동개봉제1동,5325,870.296,6600
문정1동,안양1동,127.1241719,37.4900982,126.9259084,37.3989921,문정1동안양1동,24374,2797.038,24030
회현동,역촌동,126.9793216,37.5572864,126.915114,37.6044046,회현동역촌동,9750,1734.274,11400
보문동,회현동,127.0228,37.580383,126.9793216,37.5572864,보문동회현동,6018,1260.486,7800
거여1동,상도제1동,127.1432324,37.4969643,,,거여1동상도제1동,0,0.0,0
망원제2동,목4동,126.9023578,37.5602495,126.86835,37.532425,망원제2동목4동,5940,842.198,6800
세곡동,정자3동,127.1043555,37.4643683,127.1195385,37.3607965,세곡동정자3동,14455,1343.114,15270
청량리동,이화동,127.0472767,37.5862586,127.004338,37.577008,청량리동이화동,5417,1169.617,7500
거여1동,일원1동,127.1432324,37.4969643,127.0879629,37.491839,거여1동일원1동,6373,991.077,7200
중계본동,왕십리도선동,127.080338,37.64784,127.0255501,37.5678257,중계본동왕십리도선동,13231,2274.814,15500
도봉제2동,등촌제3동,127.046575,37.669751,126.847881,37.5589789,도봉제2동등촌제3동,40908,3096.459,40330
면목제5동,공항동,127.079511,37.5857842,126.8101437,37.5588296,면목제5동공항동,37349,4433.977,34300
서초1동,방배3동,127.0195082,37.4901186,126.9999918,37.4784409,서초1동방배3동,3302,488.99,4700
목4동,한강로동,126.86835,37.532425,126.9692332,37.5281071,목4동한강로동,12452,2092.653,13200
당산제2동,보라매동,126.8973273,37.5310483,126.9327389,37.4881456,당산제2동보라매동,9522,1500.531,10300
종암동,자양제3동,127.0351572,37.5990075,127.072913,37.533842,종암동자양제3동,14139,1661.137,14200
세곡동,오금동,127.1043555,37.4643683,126.9138,37.6674,세곡동오금동,47647,4278.587,41210
응암제3동,남가좌제2동,126.9157268,37.5922474,126.9238889,37.5784658,응암제3동남가좌제2동,2106,536.909,3800
창신제1동,신촌동,127.016363,37.570758,126.9418114,37.5640923,창신제1동신촌동,8528,1316.521,9500
회현동,용두동,126.9793216,37.5572864,127.0372011,37.5758884,회현동용두동,6563,1109.933,7900
중계2.3동,정자2동,127.0687126,37.6421829,127.1152768,37.3660181,중계2.3동정자2동,42664,5293.743,41890
일원2동,장흥면,127.0737224,37.4922048,126.9410814,37.7179271,일원2동장흥면,46246,2919.782,42890
수궁동,하안1동,126.8314627,37.4939422,126.8691448,37.4651274,수궁동하안1동,5523,1063.805,6850
거여2동,상일동,127.1468764,37.4935803,127.1683007,37.550583,거여2동상일동,7401,1283.186,9290
삼전동,길동,127.0925354,37.502714,127.1426791,37.5345598,삼전동길동,7600,1090.538,8700
묵제2동,잠실2동,127.0783313,37.6059528,127.088559,37.5119488,묵제2동잠실2동,14305,2792.091,17600
가양제3동,하계1동,126.8605955,37.561092,127.0725852,37.6405374,가양제3동하계1동,30165,2789.623,26500
거여1동,시흥제2동,127.1432324,37.4969643,126.9148345,37.4495487,거여1동시흥제2동,28193,2779.849,27770
창제2동,신월4동,127.0356387,37.6414033,126.8401341,37.5246218,창제2동신월4동,28842,4519.732,29000
신내1동,도곡1동,127.099538,37.605882,127.0390246,37.488238,신내1동도곡1동,17082,3210.133,17900
가락1동,신설동,127.1098653,37.4964898,127.0255251,37.5749343,가락1동신설동,17328,1681.147,15800
상도제2동,청룡동,126.942296,37.5055197,126.9416518,37.4791304,상도제2동청룡동,4975,875.255,6400
구산동,삼각산동,126.9103893,37.6117455,127.0207209,37.6151568,구산동삼각산동,13380,2210.164,13600
서초4동,노량진제2동,127.0221589,37.5026685,126.937352,37.508509,서초4동노량진제2동,9303,1324.021,10100
방화제1동,방화제3동,126.817026,37.5703659,126.8135628,37.5787386,방화제1동방화제3동,1264,274.493,3800
삼성2동,가락1동,127.04595,37.5112,127.1098653,37.4964898,삼성2동가락1동,8678,1086.485,8800
광희동,양재2동,127.0050623,37.564494,127.041188,37.470601,광희동양재2동,14937,2076.811,14600
고척제1동,구미동,126.8628603,37.5004631,127.1226373,37.3402542,고척제1동구미동,38677,3860.573,40630
거여1동,서빙고동,127.1432324,37.4969643,126.994663,37.520458,거여1동서빙고동,21819,1466.303,22590
면목제7동,남현동,127.0869854,37.5789945,126.9778366,37.4745394,면목제7동남현동,21424,1846.322,22650
남영동,독산제1동,126.9748403,37.5457586,126.897041,37.4702453,남영동독산제1동,12197,1614.744,14090
대방동,석수1동,126.92635,37.508133,126.9105353,37.4196839,대방동석수1동,18616,1614.119,21610
창제2동,화양동,127.0356387,37.6414033,127.0713152,37.5465421,창제2동화양동,15306,1231.999,16810
신림동,사당제5동,126.927075,37.487426,126.9668658,37.4857521,신림동사당제5동,5400,790.444,7490
가양제3동,삼선동,126.8605955,37.561092,127.0146297,37.5908326,가양제3동삼선동,20497,1508.25,21450
신내1동,회현동,127.099538,37.605882,126.9793216,37.5572864,신내1동회현동,23143,2002.495,24210
갈현제1동,상계6.7동,126.916675,37.623707,127.0669541,37.654882,갈현제1동상계6.7동,24565,2136.149,25330
이문제1동,상계6.7동,127.06545,37.597849,127.0669541,37.654882,이문제1동상계6.7동,11102,934.452,12830
중화제2동,고덕제1동,127.0795427,37.5993838,127.1515382,37.5572593,중화제2동고덕제1동,9635,902.056,12190
등촌제3동,전농제3동,126.847881,37.5589789,,,등촌제3동전농제3동,0,0.0,0
도화동,역삼1동,126.9498798,37.5415123,127.0333574,37.4954841,도화동역삼1동,13689,1330.0,15190
면목제4동,용두동,127.0855775,37.5746736,127.0372011,37.5758884,면목제4동용두동,6354,805.483,8330
행운동,삼선동,126.9570456,37.4806541,127.0146297,37.5908326,행운동삼선동,17836,2266.483,19590
당산제1동,구미동,126.897443,37.5249643,127.1226373,37.3402542,당산제1동구미동,44254,2531.81,45550
신촌동,회기동,126.9418114,37.5640923,127.0553132,37.5908083,신촌동회기동,12047,1753.185,14270
상계3.4동,삼선동,127.0832665,37.6729133,127.0146297,37.5908326,상계3.4동삼선동,12420,1900.302,15110
월계2동,연희동,127.0508,37.6325377,126.9351754,37.5739083,월계2동연희동,19091,1481.364,20070
시흥제4동,구로제2동,126.9061924,37.459029,126.8834703,37.491377,시흥제4동구로제2동,7848,813.635,10970
대학동,잠실6동,126.9369907,37.4706145,127.10065,37.518142,대학동잠실6동,25638,1846.792,26010
창제2동,사당제3동,127.0356387,37.6414033,126.9734908,37.4845247,창제2동사당제3동,28840,2048.859,29130
성내제2동,삼선동,127.129563,37.532425,127.0146297,37.5908326,성내제2동삼선동,13904,1754.764,15330
서빙고동,성산제1동,126.994663,37.520458,126.90785,37.5634083,서빙고동성산제1동,12654,833.307,14170
답십리제3동,한남동,,,127.0005,37.53455,답십리제3동한남동,0,0.0,0
이문제3동,상계6.7동,,,127.0669541,37.654882,이문제3동상계6.7동,0,0.0,0
남가좌제2동,상암동,126.9238889,37.5784658,126.8946875,37.578325,남가좌제2동상암동,4108,544.978,6350
신림동,행운동,126.927075,37.487426,126.9570456,37.4806541,신림동행운동,3863,583.93,6410
상봉제2동,발산제1동,127.0808518,37.592892,126.8331686,37.5531209,상봉제2동발산제1동,31863,2284.848,31470
신정2동,삼선동,126.870679,37.5192314,127.0146297,37.5908326,신정2동삼선동,21693,1632.904,22790
노량진제2동,안양5동,126.937352,37.508509,126.920838,37.39429,노량진제2동안양5동,20749,2155.669,23490
수궁동,원미1동,126.8314627,37.4939422,126.7871105,37.4965961,수궁동원미1동,6196,679.336,9030
장지동,신장2동,127.1354,37.4785,127.2140117,37.5417094,장지동신장2동,16046,1125.216,19270
상계5동,남영동,127.069498,37.6627392,126.9748403,37.5457586,상계5동남영동,32110,2225.679,32490
상도제1동,내곡동,,,127.0583103,37.4493583,상도제1동내곡동,0,0.0,0
장위제1동,남영동,127.0437129,37.6141245,126.9748403,37.5457586,장위제1동남영동,12134,1846.038,13950
가산동,신정7동,126.8917326,37.4769094,126.8597007,37.514393,가산동신정7동,7768,774.523,10610
