start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
장위제1동,회기동,127.0437129,37.6141245,127.0553132,37.5908083,장위제1동회기동,4289,648.464,5600
면목제7동,상계1동,127.0869854,37.5789945,127.0549781,37.6799006,면목제7동상계1동,14493,1318.675,13700
정릉제3동,수유제3동,127.004186,37.6089578,127.023125,37.638715,정릉제3동수유제3동,4869,864.161,6200
고척제2동,은천동,126.8587122,37.5067055,126.9424278,37.4853086,고척제2동은천동,10247,1652.785,11000
회기동,장위제2동,127.0553132,37.5908083,127.0545206,37.6123899,회기동장위제2동,3778,598.639,5200
도화동,심곡본1동,126.9498798,37.5415123,126.7789446,37.4824389,도화동심곡본1동,22823,2231.952,22270
상봉제1동,신내2동,127.0872004,37.5998799,127.0942306,37.6061896,상봉제1동신내2동,1234,253.754,3800
여의동,돈암제2동,126.934584,37.5177232,127.0105659,37.598039,여의동돈암제2동,23131,1729.13,20000
구의제1동,능동,127.0856756,37.5424917,127.0804994,37.5537803,구의제1동능동,2462,400.044,4200
청운효자동,행당제1동,126.9706519,37.5841367,127.036188,37.558567,청운효자동행당제1동,8539,1373.62,9300
가산동,구로제4동,126.8917326,37.4769094,126.8891697,37.4916271,가산동구로제4동,2495,579.059,4600
영등포동,철산3동,126.9106918,37.5203985,126.8724885,37.4771336,영등포동철산3동,7642,1049.275,8610
남가좌제1동,남가좌제2동,126.9197232,37.573295,126.9238889,37.5784658,남가좌제1동남가좌제2동,1251,223.456,3800
가산동,한강로동,126.8917326,37.4769094,126.9692332,37.5281071,가산동한강로동,11654,1763.283,12500
능동,석관동,127.0804994,37.5537803,127.061413,37.612957,능동석관동,9592,1011.977,10100
일원1동,월곡제2동,127.0879629,37.491839,127.0478758,37.6057667,일원1동월곡제2동,21882,1572.714,19000
이태원제1동,신당제1동,126.9950384,37.5325225,,,이태원제1동신당제1동,0,0.0,0
등촌제3동,등촌제3동,126.847881,37.5589789,126.847881,37.5589789,등촌제3동등촌제3동,0,0.0,0
석관동,중계2.3동,127.061413,37.612957,127.0687126,37.6421829,석관동중계2.3동,4904,759.567,6500
하계1동,상봉제1동,127.0725852,37.6405374,127.0872004,37.5998799,하계1동상봉제1동,6012,937.482,7400
상봉제2동,상봉제1동,127.0808518,37.592892,127.0872004,37.5998799,상봉제2동상봉제1동,1338,264.101,3800
은천동,보라매동,126.9424278,37.4853086,126.9327389,37.4881456,은천동보라매동,1059,238.925,3800
안암동,삼선동,127.0213292,37.5858498,127.0146297,37.5908326,안암동삼선동,937,169.932,3800
하계1동,방학제1동,127.0725852,37.6405374,127.0407251,37.6641763,하계1동방학제1동,4757,847.738,6300
합정동,명동,126.9118888,37.5516561,126.98585,37.560042,합정동명동,12434,1425.917,12200
오류제1동,대림제3동,126.845201,37.497009,126.8980312,37.4983347,오류제1동대림제3동,6837,1000.931,8830
방학제1동,풍납2동,127.0407251,37.6641763,127.1157686,37.5292584,방학제1동풍납2동,22010,2895.895,19900
부암동,창신제1동,126.9641,37.5924785,127.016363,37.570758,부암동창신제1동,6819,1174.38,8500
장지동,명일제1동,127.1354,37.4785,127.1443656,37.5512453,장지동명일제1동,11279,1069.111,12150
하계2동,석관동,127.0679733,37.6320048,127.061413,37.612957,하계2동석관동,3929,765.696,5600
종암동,청운효자동,127.0351572,37.5990075,126.9706519,37.5841367,종암동청운효자동,11441,1172.566,11100
중계2.3동,상계6.7동,127.0687126,37.6421829,127.0669541,37.654882,중계2.3동상계6.7동,1871,417.518,3800
양재2동,과천동,127.041188,37.470601,126.9954261,37.4484318,양재2동과천동,5822,667.225,7150
가락본동,일원본동,127.1217864,37.4955568,127.0864633,37.4833484,가락본동일원본동,3681,552.979,5100
면목제5동,휘경제2동,127.079511,37.5857842,127.0685788,37.5902093,면목제5동휘경제2동,1434,223.91,3800
고척제1동,고척제1동,126.8628603,37.5004631,126.8628603,37.5004631,고척제1동고척제1동,0,0.0,0
삼성동,서원동,127.062532,37.5144424,126.9313,37.4797346,삼성동서원동,19262,1833.088,17200
성현동,둔촌제2동,126.9481271,37.4895366,127.1419221,37.5332885,성현동둔촌제2동,23827,2098.028,21100
목1동,일원본동,126.8712323,37.5303777,127.0864633,37.4833484,목1동일원본동,28626,2790.685,24800
면목제2동,서초1동,127.07905,37.589799,127.0195082,37.4901186,면목제2동서초1동,14657,2358.678,15300
창신제1동,휘경제2동,127.016363,37.570758,127.0685788,37.5902093,창신제1동휘경제2동,6608,981.406,7600
삼선동,충현동,127.0146297,37.5908326,126.9546863,37.5648265,삼선동충현동,9052,1120.563,9300
난향동,신정6동,126.918842,37.461429,126.8644471,37.5170414,난향동신정6동,11975,1676.968,13190
방배3동,회현동,126.9999918,37.4784409,126.9793216,37.5572864,방배3동회현동,11331,1117.049,10900
대림제3동,신정6동,126.8980312,37.4983347,126.8644471,37.5170414,대림제3동신정6동,5756,782.036,7000
잠실2동,양평제2동,127.088559,37.5119488,126.8939535,37.5364739,잠실2동양평제2동,22369,1503.033,19200
이문제3동,둔촌제2동,,,127.1419221,37.5332885,이문제3동둔촌제2동,0,0.0,0
세곡동,수서동,127.1043555,37.4643683,127.104929,37.4889181,세곡동수서동,3603,492.014,5200
북아현동,충현동,126.957025,37.5595,126.9546863,37.5648265,북아현동충현동,1013,171.0,3800
인헌동,중앙동,126.9652628,37.4750974,126.9497133,37.4842598,인헌동중앙동,1926,478.849,3800
쌍문제3동,회기동,127.0278643,37.6489775,127.0553132,37.5908083,쌍문제3동회기동,8883,1609.543,10000
청룡동,구산동,126.9416518,37.4791304,126.9103893,37.6117455,청룡동구산동,22540,2298.975,19800
연희동,구산동,126.9351754,37.5739083,126.9103893,37.6117455,연희동구산동,7361,1134.549,8300
망우본동,신내1동,127.1014684,37.6005732,127.099538,37.605882,망우본동신내1동,1569,280.782,3800
방학제1동,하계1동,127.0407251,37.6641763,127.0725852,37.6405374,방학제1동하계1동,4757,877.943,6500
성산제2동,서교동,126.9090061,37.568618,126.914588,37.5551015,성산제2동서교동,2189,405.309,4000
오류제2동,신원동,126.8395371,37.4888016,126.9273519,37.4815883,오류제2동신원동,10741,1350.0,12350
왕십리도선동,일신동,127.0255501,37.5678257,126.7469557,37.4845341,왕십리도선동일신동,37447,3282.325,32650
고척제2동,신정3동,126.8587122,37.5067055,126.8547892,37.5151685,고척제2동신정3동,2643,464.982,4300
개봉제2동,역곡3동,126.8565584,37.4908359,126.8068977,37.4784166,개봉제2동역곡3동,6431,965.829,7530
돈암제2동,교남동,127.0105659,37.598039,126.9619364,37.5719391,돈암제2동교남동,7742,1298.732,8400
은천동,서원동,126.9424278,37.4853086,126.9313,37.4797346,은천동서원동,4301,652.95,5500
신사제1동,역삼1동,126.9117735,37.5978445,127.0333574,37.4954841,신사제1동역삼1동,24128,2899.898,21800
대치1동,역삼1동,127.0567047,37.4931821,127.0333574,37.4954841,대치1동역삼1동,3334,492.374,4900
신대방제1동,독산제3동,126.91005,37.488943,126.9032524,37.4751198,신대방제1동독산제3동,2365,450.429,4000
상암동,서교동,126.8946875,37.578325,126.914588,37.5551015,상암동서교동,4005,650.387,5400
석촌동,역촌동,127.1037,37.503592,126.915114,37.6044046,석촌동역촌동,31271,2365.472,26400
중계2.3동,하계1동,127.0687126,37.6421829,127.0725852,37.6405374,중계2.3동하계1동,950,240.221,3800
가양제1동,부암동,126.8447099,37.5695239,126.9641,37.5924785,가양제1동부암동,16187,1822.749,15200
논현1동,상암동,127.028461,37.5115706,126.8946875,37.578325,논현1동상암동,21646,1550.137,19000
월계2동,신정7동,127.0508,37.6325377,126.8597007,37.514393,월계2동신정7동,27310,3272.26,26300
시흥제3동,대림제3동,126.9057945,37.4403095,126.8980312,37.4983347,시흥제3동대림제3동,7260,1261.014,9300
신대방제2동,구의제1동,126.9244085,37.4984422,127.0856756,37.5424917,신대방제2동구의제1동,21592,1913.011,19000
화곡제3동,탄현동,126.8384231,37.5425392,126.7684293,37.6943312,화곡제3동탄현동,26139,2112.3,25030
대학동,영등포동,126.9369907,37.4706145,126.9106918,37.5203985,대학동영등포동,7905,1288.784,9200
내곡동,광희동,127.0583103,37.4493583,127.0050623,37.564494,내곡동광희동,16282,1518.918,15400
오류제2동,고척제1동,126.8395371,37.4888016,126.8628603,37.5004631,오류제2동고척제1동,4411,790.065,6400
대림제3동,오류제1동,126.8980312,37.4983347,126.845201,37.497009,대림제3동오류제1동,6991,940.527,8190
길음제1동,서초2동,127.0193925,37.6104856,127.02496,37.49208,길음제1동서초2동,17405,2504.387,17900
역촌동,응암제3동,126.915114,37.6044046,126.9157268,37.5922474,역촌동응암제3동,2178,422.39,3900
성현동,서원동,126.9481271,37.4895366,126.9313,37.4797346,성현동서원동,4015,646.94,5400
신월2동,신정6동,126.8444512,37.5249763,126.8644471,37.5170414,신월2동신정6동,3696,511.759,5200
정릉제3동,영등포동,127.004186,37.6089578,126.9106918,37.5203985,정릉제3동영등포동,20747,1686.974,18200
상봉제1동,발산제1동,127.0872004,37.5998799,126.8331686,37.5531209,상봉제1동발산제1동,33948,3046.331,28000
가양제3동,흑석동,126.8605955,37.561092,126.966612,37.5058617,가양제3동흑석동,14961,1431.085,14400
월계2동,상계6.7동,127.0508,37.6325377,127.0669541,37.654882,월계2동상계6.7동,4220,673.672,5600
명동,목3동,126.98585,37.560042,126.8644431,37.5448009,명동목3동,22220,1540.953,19300
도봉제2동,명동,127.046575,37.669751,126.98585,37.560042,도봉제2동명동,17424,3225.535,19300
방학제1동,상계6.7동,127.0407251,37.6641763,127.0669541,37.654882,방학제1동상계6.7동,2923,550.404,4600
송천동,쌍문제3동,127.023838,37.618282,127.0278643,37.6489775,송천동쌍문제3동,4978,800.774,6400
방학제2동,신촌동,127.0351005,37.6681842,126.9418114,37.5640923,방학제2동신촌동,18402,3166.281,19300
발산제1동,목3동,126.8331686,37.5531209,126.8644431,37.5448009,발산제1동목3동,4736,704.845,5900
삼성2동,논현1동,127.04595,37.5112,127.028461,37.5115706,삼성2동논현1동,2141,408.82,4000
이태원제1동,상계6.7동,126.9950384,37.5325225,127.0669541,37.654882,이태원제1동상계6.7동,26594,1982.585,23000
상계8동,영등포동,127.0515874,37.6667854,126.9106918,37.5203985,상계8동영등포동,47328,2667.002,45030
발산제1동,화곡제6동,126.8331686,37.5531209,126.8501301,37.5518173,발산제1동화곡제6동,3304,518.642,4700
잠실7동,수서동,127.0771146,37.5086777,127.104929,37.4889181,잠실7동수서동,5218,637.417,6700
장안제2동,한강로동,127.0706,37.578483,126.9692332,37.5281071,장안제2동한강로동,16532,1496.593,14800
신길제6동,연희동,126.919437,37.498535,126.9351754,37.5739083,신길제6동연희동,11081,1659.45,11300
방배2동,삼성1동,126.9855106,37.4797439,127.062532,37.5144424,방배2동삼성1동,13416,1222.022,12600
둔촌제2동,번제1동,127.1419221,37.5332885,127.0288473,37.6378913,둔촌제2동번제1동,20824,2189.843,19300
면목제7동,종로1.2.3.4가동,127.0869854,37.5789945,126.9902618,37.574461,면목제7동종로1.2.3.4가동,12226,1852.676,12100
발산제1동,가양제1동,126.8331686,37.5531209,126.8447099,37.5695239,발산제1동가양제1동,3143,513.533,4600
상계6.7동,역촌동,127.0669541,37.654882,126.915114,37.6044046,상계6.7동역촌동,20617,2787.507,20300
등촌제3동,영등포동,126.847881,37.5589789,126.9106918,37.5203985,등촌제3동영등포동,9595,1020.454,9700
종암동,송중동,127.0351572,37.5990075,127.033738,37.616099,종암동송중동,2295,535.79,4000
신설동,휘경제2동,127.0255251,37.5749343,127.0685788,37.5902093,신설동휘경제2동,5787,884.868,6700
역삼1동,양재2동,127.0333574,37.4954841,127.041188,37.470601,역삼1동양재2동,3781,608.021,5300
양재1동,서초3동,127.026744,37.4716412,127.0119725,37.4836682,양재1동서초3동,4378,408.253,5600
월계2동,인수동,127.0508,37.6325377,127.0106307,37.6415105,월계2동인수동,7034,1177.788,8000
일원2동,역삼1동,127.0737224,37.4922048,127.0333574,37.4954841,일원2동역삼1동,5424,841.762,6700
전농제2동,당산제2동,127.0600375,37.5781027,126.8973273,37.5310483,전농제2동당산제2동,22067,2129.941,20500
방배4동,반포4동,126.9923344,37.489007,127.0003853,37.4974314,방배4동반포4동,1797,333.843,3800
행당제2동,정자1동,127.02935,37.558208,127.106363,37.3727984,행당제2동정자1동,27108,2077.22,24590
이촌제1동,역촌동,126.9732,37.5214167,126.915114,37.6044046,이촌제1동역촌동,15955,1576.151,14800
등촌제3동,홍은제2동,126.847881,37.5589789,126.9342509,37.5801972,등촌제3동홍은제2동,13705,1510.989,13000
군자동,천호제1동,127.0753494,37.5554853,127.1368066,37.5450159,군자동천호제1동,7017,1090.234,8700
도화동,방배3동,126.9498798,37.5415123,126.9999918,37.4784409,도화동방배3동,11550,1439.249,11100
수궁동,영등포동,126.8314627,37.4939422,126.9106918,37.5203985,수궁동영등포동,10036,1692.707,11500
가양제2동,개봉제1동,126.8512826,37.5673763,126.8511255,37.5003318,가양제2동개봉제1동,13830,1616.105,12800
송중동,갈매동,127.033738,37.616099,127.1165641,37.6310929,송중동갈매동,11658,1724.311,12750
신내2동,신내1동,127.0942306,37.6061896,127.099538,37.605882,신내2동신내1동,750,212.981,3800
아현동,신촌동,126.95215,37.547125,126.9418114,37.5640923,아현동신촌동,3895,594.752,5200
쌍문제4동,쌍문제2동,127.028425,37.656482,127.0389254,37.6579935,쌍문제4동쌍문제2동,1354,283.552,3800
상계1동,종로1.2.3.4가동,127.0549781,37.6799006,126.9902618,37.574461,상계1동종로1.2.3.4가동,16934,2890.921,18500
공릉1.3동,종로1.2.3.4가동,127.073838,37.624874,126.9902618,37.574461,공릉1.3동종로1.2.3.4가동,12608,2346.525,15100
도봉제2동,상계6.7동,127.046575,37.669751,127.0669541,37.654882,도봉제2동상계6.7동,3077,503.763,4600
동선동,장지동,127.0203666,37.5939824,127.1354,37.4785,동선동장지동,26029,2714.603,24500
이문제3동,오금동,,,126.9138,37.6674,이문제3동오금동,0,0.0,0
수서동,신내1동,127.104929,37.4889181,127.099538,37.605882,수서동신내1동,23085,1903.854,20000
수서동,일원1동,127.104929,37.4889181,127.0879629,37.491839,수서동일원1동,2288,230.064,4000
번제3동,안암동,127.04665,37.625874,127.0213292,37.5858498,번제3동안암동,6581,1158.933,8600
수서동,역삼1동,127.104929,37.4889181,127.0333574,37.4954841,수서동역삼1동,7871,962.922,8600
신내2동,수서동,127.0942306,37.6061896,127.104929,37.4889181,신내2동수서동,21756,2442.758,21690
용두동,인수동,127.0372011,37.5758884,127.0106307,37.6415105,용두동인수동,14614,1611.691,14200
응암제3동,역촌동,126.9157268,37.5922474,126.915114,37.6044046,응암제3동역촌동,1987,328.363,3800
도곡2동,도곡1동,127.0464338,37.4837425,127.0390246,37.488238,도곡2동도곡1동,1247,260.637,3800
쌍문제1동,잠실4동,127.0261145,37.6480275,127.1122668,37.5201089,쌍문제1동잠실4동,20522,2808.44,18900
양재1동,보라매동,127.026744,37.4716412,126.9327389,37.4881456,양재1동보라매동,13014,1799.081,15210
양평제1동,여의동,126.888238,37.52365,126.934584,37.5177232,양평제1동여의동,5961,800.413,6800
상계1동,인수동,127.0549781,37.6799006,127.0106307,37.6415105,상계1동인수동,9288,1448.347,9800
방화제3동,한남동,126.8135628,37.5787386,127.0005,37.53455,방화제3동한남동,22183,2386.376,19500
신내2동,서초1동,127.0942306,37.6061896,127.0195082,37.4901186,신내2동서초1동,23708,3236.516,21100
홍은제1동,상암동,126.9471111,37.5989056,126.8946875,37.578325,홍은제1동상암동,7816,1089.639,9100
반포2동,광명5동,126.9945091,37.5046022,126.8474777,37.4787763,반포2동광명5동,21322,2330.797,20030
길음제1동,길음제2동,127.0193925,37.6104856,127.0273155,37.6066647,길음제1동길음제2동,1441,312.807,3800
중곡제4동,일원1동,127.0894538,37.5590865,127.0879629,37.491839,중곡제4동일원1동,12132,1649.211,12300
세곡동,반포4동,127.1043555,37.4643683,127.0003853,37.4974314,세곡동반포4동,13984,1400.241,13700
잠원동,서초1동,127.0140771,37.5149619,127.0195082,37.4901186,잠원동서초1동,4217,619.301,5400
신내2동,역촌동,127.0942306,37.6061896,126.915114,37.6044046,신내2동역촌동,21356,2463.592,18900
양재1동,반포4동,127.026744,37.4716412,127.0003853,37.4974314,양재1동반포4동,10292,1066.913,10600
공릉1.3동,상계6.7동,127.073838,37.624874,127.0669541,37.654882,공릉1.3동상계6.7동,4192,557.207,5400
신사동,신촌동,127.0227814,37.5240101,126.9418114,37.5640923,신사동신촌동,13245,1462.484,12800
번제1동,상암동,127.0288473,37.6378913,126.8946875,37.578325,번제1동상암동,19615,2455.838,18800
사당제2동,하계1동,126.9792598,37.4887323,127.0725852,37.6405374,사당제2동하계1동,24659,1770.884,21500
강일동,영종동,127.173909,37.5649783,126.5315335,37.4942488,강일동영종동,73486,4599.355,62430
개봉제1동,영등포동,126.8511255,37.5003318,126.9106918,37.5203985,개봉제1동영등포동,7220,1494.915,9200
황학동,동구동,127.0212812,37.5673446,127.1405406,37.6134686,황학동동구동,16032,1571.094,15610
천호제3동,상대원1동,127.1332269,37.5361455,127.1643759,37.4332259,천호제3동상대원1동,16728,2077.975,19030
도봉제2동,신촌동,127.046575,37.669751,126.9418114,37.5640923,도봉제2동신촌동,19504,3182.964,20500
풍납1동,둔촌제2동,127.122075,37.538092,127.1419221,37.5332885,풍납1동둔촌제2동,2486,470.467,4100
중계2.3동,일원1동,127.0687126,37.6421829,127.0879629,37.491839,중계2.3동일원1동,25163,2889.943,24890
방배본동,삼평동,126.988785,37.4941452,127.1163916,37.4060784,방배본동삼평동,20550,1910.828,19350
낙성대동,서초3동,126.9583884,37.4762971,127.0119725,37.4836682,낙성대동서초3동,5754,730.918,6600
중계2.3동,월계1동,127.0687126,37.6421829,127.0630165,37.6199197,중계2.3동월계1동,4012,637.854,5400
구로제3동,대림제2동,126.8903678,37.4873799,126.8982938,37.4927521,구로제3동대림제2동,1301,387.59,3800
오류제2동,청룡동,126.8395371,37.4888016,126.9416518,37.4791304,오류제2동청룡동,12056,1636.763,13850
길음제1동,역촌동,127.0193925,37.6104856,126.915114,37.6044046,길음제1동역촌동,13696,1677.493,13500
하계1동,인수동,127.0725852,37.6405374,127.0106307,37.6415105,하계1동인수동,8472,1460.043,9300
홍제제3동,영등포동,126.9496737,37.5938295,126.9106918,37.5203985,홍제제3동영등포동,13534,1200.479,12700
상도제1동,면목제3.8동,,,,,상도제1동면목제3.8동,0,0.0,0
방학제3동,청운효자동,127.028036,37.6591685,126.9706519,37.5841367,방학제3동청운효자동,14094,2598.222,15900
신월1동,야탑1동,126.831487,37.532808,127.130218,37.4119827,신월1동야탑1동,41127,3403.015,39910
방이2동,중곡제1동,127.1114868,37.5164444,127.080038,37.560675,방이2동중곡제1동,8152,1057.764,8800
등촌제3동,구로제5동,126.847881,37.5589789,126.8892945,37.5001593,등촌제3동구로제5동,9348,1546.068,10400
거여2동,풍납2동,127.1468764,37.4935803,127.1157686,37.5292584,거여2동풍납2동,6815,915.565,8310
대방동,구로제5동,126.92635,37.508133,126.8892945,37.5001593,대방동구로제5동,4127,761.741,6200
번제2동,창제1동,127.0387953,37.6323588,127.0438683,37.6483046,번제2동창제1동,3967,502.725,5200
상도제1동,영등포동,,,126.9106918,37.5203985,상도제1동영등포동,0,0.0,0
길음제1동,잠실6동,127.0193925,37.6104856,127.10065,37.518142,길음제1동잠실6동,19309,2170.886,19600
부암동,보문동,126.9641,37.5924785,127.0228,37.580383,부암동보문동,7865,1199.79,8900
홍제제3동,종로1.2.3.4가동,126.9496737,37.5938295,126.9902618,37.574461,홍제제3동종로1.2.3.4가동,6590,980.4,7800
강일동,천호제2동,127.173909,37.5649783,127.1254351,37.5435257,강일동천호제2동,9439,959.217,9700
행당제2동,안암동,127.02935,37.558208,127.0213292,37.5858498,행당제2동안암동,4135,716.079,5500
구산동,광희동,126.9103893,37.6117455,127.0050623,37.564494,구산동광희동,12139,2269.184,13800
삼전동,잠실3동,127.0925354,37.502714,127.094375,37.513333,삼전동잠실3동,1714,323.557,3800
월계2동,공릉2동,127.0508,37.6325377,127.083488,37.621332,월계2동공릉2동,5721,884.518,7100
장지동,구의제2동,127.1354,37.4785,127.0899111,37.5472481,장지동구의제2동,13167,1173.109,14250
화곡제6동,송내1동,126.8501301,37.5518173,126.7789446,37.4824389,화곡제6동송내1동,14861,1955.442,16770
둔촌제2동,성내제2동,127.1419221,37.5332885,127.129563,37.532425,둔촌제2동성내제2동,1650,391.886,3800
길동,상일동,127.1426791,37.5345598,127.1683007,37.550583,길동상일동,4473,700.433,6310
공릉1.3동,면목제3.8동,127.073838,37.624874,,,공릉1.3동면목제3.8동,0,0.0,0
수유제3동,쌍문제2동,127.023125,37.638715,127.0389254,37.6579935,수유제3동쌍문제2동,3121,533.068,4800
묵제2동,상계2동,127.0783313,37.6059528,127.0678377,37.6574727,묵제2동상계2동,6632,992.53,7700
가양제2동,신정6동,126.8512826,37.5673763,126.8644471,37.5170414,가양제2동신정6동,7293,1241.626,8400
청량리동,장안제1동,127.0472767,37.5862586,127.066375,37.567842,청량리동장안제1동,4023,678.592,5400
장지동,등촌제3동,127.1354,37.4785,126.847881,37.5589789,장지동등촌제3동,34731,3005.45,29000
답십리제1동,장안제2동,127.0512678,37.5717963,127.0706,37.578483,답십리제1동장안제2동,2190,407.022,3900
서초1동,이화동,127.0195082,37.4901186,127.004338,37.577008,서초1동이화동,13279,1452.733,12800
천호제2동,풍납2동,127.1254351,37.5435257,127.1157686,37.5292584,천호제2동풍납2동,3537,597.653,4900
면목제4동,면목제3.8동,127.0855775,37.5746736,,,면목제4동면목제3.8동,0,0.0,0
북아현동,상암동,126.957025,37.5595,126.8946875,37.578325,북아현동상암동,7373,995.06,8400
신월7동,영종동,126.8346571,37.5219343,126.5315335,37.4942488,신월7동영종동,39727,2164.96,37990
수색동,구산동,126.8936659,37.5835192,126.9103893,37.6117455,수색동구산동,7516,854.201,8710
명동,종로1.2.3.4가동,126.98585,37.560042,126.9902618,37.574461,명동종로1.2.3.4가동,2797,458.813,4700
신대방제1동,신촌동,126.91005,37.488943,126.9418114,37.5640923,신대방제1동신촌동,10824,1761.815,11100
오륜동,역삼1동,127.1343,37.515425,127.0333574,37.4954841,오륜동역삼1동,11527,1509.565,11800
신내2동,둔촌제2동,127.0942306,37.6061896,127.1419221,37.5332885,신내2동둔촌제2동,14888,1857.392,16230
시흥제5동,대림제3동,126.908294,37.4523912,126.8980312,37.4983347,시흥제5동대림제3동,6633,1216.483,8800
고척제2동,역촌동,126.8587122,37.5067055,126.915114,37.6044046,고척제2동역촌동,16337,2198.53,15100
신정2동,역촌동,126.870679,37.5192314,126.915114,37.6044046,신정2동역촌동,13190,1506.931,12700
신정3동,구로제5동,126.8547892,37.5151685,126.8892945,37.5001593,신정3동구로제5동,4504,701.374,6200
묵제1동,상암동,127.0784729,37.6123734,126.8946875,37.578325,묵제1동상암동,21777,2745.65,20000
가양제1동,신촌동,126.8447099,37.5695239,126.9418114,37.5640923,가양제1동신촌동,12413,1520.571,12000
시흥제1동,독산제3동,126.9032625,37.4535411,126.9032524,37.4751198,시흥제1동독산제3동,2937,511.275,4500
군자동,문정2동,127.0753494,37.5554853,127.1108107,37.489823,군자동문정2동,11736,1617.47,12100
세곡동,양재1동,127.1043555,37.4643683,127.026744,37.4716412,세곡동양재1동,8284,928.032,8900
양재1동,둔촌제2동,127.026744,37.4716412,127.1419221,37.5332885,양재1동둔촌제2동,15149,1731.357,14200
독산제4동,상암동,126.9022074,37.4675452,126.8946875,37.578325,독산제4동상암동,17176,1814.974,18770
신월4동,휘경제2동,126.8401341,37.5246218,127.0685788,37.5902093,신월4동휘경제2동,29015,2550.679,24700
중계2.3동,회현동,127.0687126,37.6421829,126.9793216,37.5572864,중계2.3동회현동,14672,2935.302,17800
시흥제3동,독산제3동,126.9057945,37.4403095,126.9032524,37.4751198,시흥제3동독산제3동,4671,718.529,5900
묵제1동,묵제1동,127.0784729,37.6123734,127.0784729,37.6123734,묵제1동묵제1동,0,0.0,0
대흥동,회현동,126.9424619,37.5557827,126.9793216,37.5572864,대흥동회현동,4030,718.723,5800
목3동,방화제1동,126.8644431,37.5448009,126.817026,37.5703659,목3동방화제1동,6568,966.121,7200
염창동,영등포동,126.8709777,37.553751,126.9106918,37.5203985,염창동영등포동,6835,702.081,7600
번제2동,영등포동,127.0387953,37.6323588,126.9106918,37.5203985,번제2동영등포동,25989,2494.572,23400
양평제1동,영등포동,126.888238,37.52365,126.9106918,37.5203985,양평제1동영등포동,3037,479.593,4500
강일동,상일동,127.173909,37.5649783,127.1683007,37.550583,강일동상일동,2321,458.461,4100
일원본동,일원1동,127.0864633,37.4833484,127.0879629,37.491839,일원본동일원1동,1729,299.525,3800
가양제2동,구로제2동,126.8512826,37.5673763,126.8834703,37.491377,가양제2동구로제2동,13222,1622.714,12900
용문동,둔촌제2동,126.957562,37.5389,127.1419221,37.5332885,용문동둔촌제2동,22249,1904.156,19600
사당제2동,보라매동,126.9792598,37.4887323,126.9327389,37.4881456,사당제2동보라매동,6329,903.245,7500
흑석동,도곡1동,126.966612,37.5058617,127.0390246,37.488238,흑석동도곡1동,9664,1195.776,10100
마장동,수서동,127.045388,37.566325,127.104929,37.4889181,마장동수서동,14860,1559.715,13900
서초3동,삼성1동,127.0119725,37.4836682,127.062532,37.5144424,서초3동삼성1동,11581,895.369,11000
회현동,장안제1동,126.9793216,37.5572864,127.066375,37.567842,회현동장안제1동,17462,1536.696,15900
서원동,상도제2동,126.9313,37.4797346,126.942296,37.5055197,서원동상도제2동,4187,741.103,5700
종로1.2.3.4가동,관양2동,126.9902618,37.574461,126.9710143,37.4022817,종로1.2.3.4가동관양2동,25443,2296.237,23450
역촌동,신촌동,126.915114,37.6044046,126.9418114,37.5640923,역촌동신촌동,6110,962.41,7000
월계1동,월계3동,127.0630165,37.6199197,127.0692485,37.6210475,월계1동월계3동,1691,369.25,3800
광희동,구의제1동,127.0050623,37.564494,127.0856756,37.5424917,광희동구의제1동,9314,1414.715,9900
구의제2동,둔촌제2동,127.0899111,37.5472481,127.1419221,37.5332885,구의제2동둔촌제2동,5747,785.108,7100
행당제2동,청운효자동,127.02935,37.558208,126.9706519,37.5841367,행당제2동청운효자동,8253,1394.806,9300
묵제1동,하계1동,127.0784729,37.6123734,127.0725852,37.6405374,묵제1동하계1동,4611,643.131,5700
용강동,효창동,126.9426766,37.5422119,126.9618498,37.5424569,용강동효창동,2654,461.063,4200
상도제2동,둔촌제2동,126.942296,37.5055197,127.1419221,37.5332885,상도제2동둔촌제2동,22664,1945.024,20200
합정동,목3동,126.9118888,37.5516561,126.8644431,37.5448009,합정동목3동,5848,623.917,6900
신내1동,둔촌제2동,127.099538,37.605882,127.1419221,37.5332885,신내1동둔촌제2동,14657,1784.442,15930
역촌동,역삼1동,126.915114,37.6044046,127.0333574,37.4954841,역촌동역삼1동,24398,3019.513,22100
구로제4동,신도림동,126.8891697,37.4916271,126.8805826,37.5077664,구로제4동신도림동,2543,534.569,4400
삼성동,신림동,127.062532,37.5144424,126.927075,37.487426,삼성동신림동,17655,1708.062,16200
하계1동,묵제1동,127.0725852,37.6405374,127.0784729,37.6123734,하계1동묵제1동,4286,707.796,5900
답십리제4동,충현동,,,126.9546863,37.5648265,답십리제4동충현동,0,0.0,0
신정2동,공덕동,126.870679,37.5192314,126.960025,37.550192,신정2동공덕동,10340,1488.648,11600
공항동,충현동,126.8101437,37.5588296,126.9546863,37.5648265,공항동충현동,22551,2419.764,22850
홍은제1동,충현동,126.9471111,37.5989056,126.9546863,37.5648265,홍은제1동충현동,5925,925.982,6800
거여1동,풍납2동,127.1432324,37.4969643,127.1157686,37.5292584,거여1동풍납2동,6042,947.113,7590
