0
부안경찰서 교통 약자  보이고’ 사고 예방 활동 총력
충남도 교통약자 보호구역 안전관리 실태 안전감찰
"파주시, 교통약자 이동편의 증진위원회’개최"
유성찬 “교통약자 이동권 보장 정책 성실히 추진”
전남 7월부터  교통약자 이동용’ 바우처 택시 240대 운영
전주시설공단 지방선거 교통약자 투표 편의 차량 지원
충남 교통약자 보호 구역 3천9백여 건 위반 사항 적발
제주도 대중교통 교통약자 접근성 및 안전운행 강화
'교통약자에게 철쭉 구경 기회' 합천군 나눔카트 인기
광명도시공사 교통약자이동지원센터 박노주 베스트 그린 드라이버 대회 은상   
대구 시내버스요금 5년 마다 '평균 23%' 인상  요금조정 때 교통약자 고려해   
용인도시공사-한국철도공사 교통약자 철도연계서비스 업무 협약기간 연장
용인도시공사-한국철도공사 교통약자 철도연계서비스 업무 협약 기간 연장
이천시설관리공단 교통약자 투표권 행사 무상 지원
교통약자가 말한다  이동권은 기본권 
대전 하이패스형 지하철 개찰구 교통약자 위해 전국 첫 도입 나서
제주 '지능형 교통체계 활용' 교통약자 대중교통 접근성 강화
광주시선관위 제8회 지선 장애인 이동약자 투표편의 지원 개선
[논술 면접 대비 찬반 논리]  교통약자 기본권 지켜야  vs  잘못된 수단 동원   
부산시설공단 지방선거 투표 교통약자 차량 지원
한국노인인력개발원 '교통약자 서브콜 서포터즈' 시범사업 추진
부산시 교통약자 택시 요금 음성 안내 등 시정 우수 제안 7건 선정
여주도시관리공단 6 1일 지방선거일 교통약자 참정권 지원을 위한 특별교통   
평택시 교통약자이동지원센터 승객 안전 위한 운전기사 비대면 음주측정 시스   
용인시 '손톱밑가시' 262건 규제 검토개선한다
용인시 교통약자 이동지원센터 제8회 전국동시지방선거 거동불편선거인 투표    
 교통약자와 상생     벤츠사회공헌위 올해도 차량 10대 기증
군포 사회적 약자 '복지 편의 증진' 맞손
대전교통공사 교통약자를 위한 하이패스형 개찰구 도입
충남도 교통약자 보호구역 안전 관리 실태 안전 감찰
평택도시공사 교통약자(장애인)콜택시 스마트폰 앱 통한 비대면 음주측정 시스   
서울디지털재단 3~4월의 키워드는 '교통약자이동권' '택시대란' '다회용기   
[장애공감 제주사회]장애인 체감하는 장애정책 더 펼칠 것
광주시선관위 장애인 이동약자 투표편의 지원 개선  임시기표소 운영 방식도   
제주 상륙 '블랙캡' 교통약자 이동권 개선 '기대'
용인시 '불합리 규제 20건' 고치거나 없앤다
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
박홍률 인수위원회 목포시장직 인수에  만전’
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동  귀감’
시설공단 교통약자 투표 위한 이지콜 운행
[진주소식] 진주시 7월부터 전기자동차 충전 방해시 과태료 부과 外
노인보호구역(Silver Zone)의 중요성
충남 최초 스마트 버스정류장 홍성에 탄생
완전자율주행차가 가져올 산업계의 변화는 어떨까?
텃세 따돌림에 뙤약볕으로 내몰리는 노인
제주 노형동 공영주차장 복층화 3층 주차 123면 규모로
 교통약자 이동편의 예산 늘었다   추경안 국토위 통과
전주시설공단 6 1지방선거 교통약자 투표 편의 차량 지원
고려대 교통약자 이동지원 차량서비스 시작 '장애인 친화적 캠퍼스' 구현
국산 AI기술 일본 철도에서 사용한다   교통약자 지원
청주시 교통안전 교통약자 이동편의 증진 위한 착수보고회 개최
파주시 '교통약자 이동편의 증진위원회' 개최
부산시 교통약자 위해 저상버스 171대 늘린다
대전 지하철역에 교통약자 위한 '하이패스형 개찰구' 설치
평택도시공사 교통약자 콜택시 운전원 비대면 음주측정 시행
시설의 거주인 교통 약자는 어떻게 투표하고 있을까?
광명도시공사  6 1지방선거 교통약자 이동지원 서비스 제공
교통약자 상담 업무와 노인 일자리 사업 연계
김장호 구미시장 후보  지역 교통약자들 이동권 보장할 것 
[AI티타임] 교통약자를 위한 AI 기술 뭐 없을까?
 교통약자 이동권 보장 위해 적극 지원해야 
[구미시장] 김장호 국민의힘 후보   교통약자 위한 '100원 버스' 공약 발표
[6 1지선] 김장호 구미시장 후보 교통약자들 위한 '100원 버스' 공약 발표
평택도시공사 교통약자센터 비대면 음주측정 시스템도입
광주혁신추진위  소상공인 자생력 강화 교통약자 이동권 보장’ 권고
시 도선관위 선거약자 교통편의 나선다
한국철도 교통약자 위한 역사 내 '스마트 내비게이션' 개발 추진
전남자치경찰-티맵 '교통약자 안전 확보' 업무협약
대구시설공단 내달부터 교통약자 태운 나드리콜 4차순환도로 통행료 지원
부안경찰서 교통 약자  보이고’ 사고 예방 활동 총력
부산시 교통약자 이동지원센터 상담 업무와 노인 일자리 사업 연계
부안경찰서 교통 약자  보이고’ 사고 예방 활동 총력
부산시 교통약자 이동지원센터 상담 업무와 노인 일자리 사업 연계
대전교통공사 '교통약자를 위한 하이패스형 개찰구' 전국 최초 도입
평택시 교통약자 콜택시 비대면 음주측정 시스템 도입
충남도 교통약자 보호구역 안전관리 실태 안전감찰
"파주시, 교통약자 이동편의 증진위원회’개최"
유성찬 “교통약자 이동권 보장 정책 성실히 추진”
전남 7월부터  교통약자 이동용’ 바우처 택시 240대 운영
전주시설공단 지방선거 교통약자 투표 편의 차량 지원
김장호 구미시장 후보 '사회적 약자 위한 100원 버스 공약' 발표
전남 7월부터  교통약자 이동용’ 바우처 택시 240대 운영
부산시설공단 교통약자 서브콜 상담원 노인일자리 만든다
평택시 교통약자 콜택시 스마트폰 앱 통한 비대면 음주측정 시스템 도입
전주시설공단 지방선거 교통약자 투표 편의 차량 지원
김장호 구미시장 후보 '사회적 약자 위한 100원 버스 공약' 발표
충남 교통약자 보호 구역 3천9백여 건 위반 사항 적발
대전교통공사 '교통약자를 위한 하이패스형 개찰구' 전국 최초 도입
제주도 대중교통 교통약자 접근성 및 안전운행 강화
파주시 '교통약자 이동편의 증진위원회' 개최
'교통약자에게 철쭉 구경 기회' 합천군 나눔카트 인기
파주시 '교통약자 이동편의 증진위원회' 개최
'교통약자에게 철쭉 구경 기회' 합천군 나눔카트 인기
용인시 교통약자 이동지원센터 전국동시지방선거 거동불편선거인 투표 편의차   
광주혁신추진위 '소상공인 자생력 강화 교통약자 이동권 보장' 권고안 확정
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
충남도 교통약자 보호구역 3910건 위반사항 확인
코오롱 첨단소재 등 6개 분야에 5년간 4조 투자 취업약자 채용도 확대
한국노인인력개발원 '교통약자 콜택시 상담원' 시범사업 추진
광명도시공사 교통약자이동지원센터 박노주 베스트 그린 드라이버 대회 은상   
대구 시내버스요금 5년 마다 '평균 23%' 인상  요금조정 때 교통약자 고려해   
용인시 교통약자 이동지원센터 제8회 전국동시지방선거 거동불편선거인 투표   
평택시 교통약자(장애인)콜택시 스마트폰 앱 통한 비대면 음주측정 시스템 도   
광주혁신추진위  소상공인 자생력 강화 교통약자 이동권 보장’ 권고
교통약자 보호구역 안전관리 실태 안전감찰
부안경찰 교통약자 '보 이 고' 사고 예방 나서
용인도시공사-한국철도공사 교통약자 철도연계서비스 업무 협약기간 연장
용인도시공사-한국철도공사 교통약자 철도연계서비스 업무 협약 기간 연장
김장호 구미시장 후보 사회적약자 100원 버스 운영 공약 '눈길'
이천시설관리공단 교통약자 투표권 행사 무상 지원
교통약자가 말한다  이동권은 기본권 
용인도시공사-한국철도공사 교통약자 철도연계서비스 업무 협약 기간 연장
김장호 구미시장 후보 사회적약자 100원 버스 운영 공약 '눈길'
광주혁신추진위  소상공인 자생력 강화 교통약자 이동권 보장’ 권고
이천시설관리공단 교통약자 투표권 행사 무상 지원
교통약자가 말한다  이동권은 기본권 
대전 하이패스형 지하철 개찰구 교통약자 위해 전국 첫 도입 나서
부산시설공단 '교통약자 서브콜 서포터즈' 노인일자리 시범사업 다자간 업무   
제주 '지능형 교통체계 활용' 교통약자 대중교통 접근성 강화
광명도시공사 교통약자이동지원센터 제8회 전국동시지방선거 이동 지원 서비   
광주시선관위 제8회 지선 장애인 이동약자 투표편의 지원 개선
[논술 면접 대비 찬반 논리]  교통약자 기본권 지켜야  vs  잘못된 수단 동원   
부산시설공단 지방선거 투표 교통약자 차량 지원
한국철도 교통약자 위한  맞춤형 스마트 내비게이션’ 개발 착수
한국노인인력개발원 '교통약자 서브콜 서포터즈' 시범사업 추진
부산시 교통약자 택시 요금 음성 안내 등 시정 우수 제안 7건 선정
여주도시관리공단 6 1일 지방선거일 교통약자 참정권 지원을 위한 특별교통   
평택시 교통약자이동지원센터 승객 안전 위한 운전기사 비대면 음주측정 시스   
충남도 교통약자 보호구역 안전관리 실태 안전감찰 3910건 적발
용인시 '손톱밑가시' 262건 규제 검토개선한다
용인시 교통약자 이동지원센터 제8회 전국동시지방선거 거동불편선거인 투표    
 교통약자와 상생     벤츠사회공헌위 올해도 차량 10대 기증
군포 사회적 약자 '복지 편의 증진' 맞손
용인시 올해 규제 20건 폐지 개선 내년까지 212건 추가 검토
대전교통공사 교통약자를 위한 하이패스형 개찰구 도입
충남도 교통약자 보호구역 안전 관리 실태 안전 감찰
광명도시공사 교통약자이동지원센터 지방선거 이동 지원 서비스 제공
평택도시공사 교통약자(장애인)콜택시 스마트폰 앱 통한 비대면 음주측정 시스   
파주시  교통약자 이동편의 증진위원회’ 개최
진주시 '교통약자 바우처택시' 발대식 개최
기고 강순후> 장애인 등 이동약자를 위한 투표편의 제고 노력
서울디지털재단 3~4월의 키워드는 '교통약자이동권' '택시대란' '다회용기   
용인시 규제입증책임제 활용 '규제 20건'개선 폐지
[장애공감 제주사회]장애인 체감하는 장애정책 더 펼칠 것
충남도 교통약자 보호구역 안전관리 실태 점검
광주시선관위 장애인 이동약자 투표편의 지원 개선  임시기표소 운영 방식도   
제주 상륙 '블랙캡' 교통약자 이동권 개선 '기대'
군포도시공사 군포시자립생활센터 장애인 등 사회적 약자의 복지 및 편의 증   
용인시 '불합리 규제 20건' 고치거나 없앤다
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
용인시  규제입증책임제’시행 자치법규 20건 폐지 개선
올해 3~4월 서울시 주요 키워드  교통약자이동권’  택시대란’  다회용기   
군포도시공사 군포시자립생활센터 장애인 등 사회적 약자의 복지 및 편의 증   
용인시 '불합리 규제 20건' 고치거나 없앤다
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
전주시설공단 '6 1 지선' 교통약자 투표 편의 차량 지원
박홍률 인수위원회 목포시장직 인수에  만전’
한국철도 교통약자 '맞춤형 스마트 내비게이션' 개발 착수
용인시 제8회 전국동시지방선거 교통약자 대상 차량지원     거동불편 선거인   
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동  귀감’
용인시 '규제입증책임제'시행 자치법규 20건 폐지 개선
한국철도 교통약자 '맞춤형 스마트 내비게이션' 개발 착수
용인시 제8회 전국동시지방선거 교통약자 대상 차량지원     거동불편 선거인   
용인시  규제입증책임제’시행 자치법규 20건 폐지 개선
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동  귀감’
시설공단 교통약자 투표 위한 이지콜 운행
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동 '귀감'
[진주소식] 진주시 7월부터 전기자동차 충전 방해시 과태료 부과 外
노인보호구역(Silver Zone)의 중요성
충남 최초 스마트 버스정류장 홍성에 탄생
용인시 규제개혁위원회서 등록규제 50건 검토   자치법규 20건 폐지 개선
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동  귀감’
시설공단 교통약자 투표 위한 이지콜 운행
박홍률 목포시장 당선인 인수위 폭넓은 적극 활동 '귀감'
[진주소식] 진주시 7월부터 전기자동차 충전 방해시 과태료 부과 外
노인보호구역(Silver Zone)의 중요성
충남 최초 스마트 버스정류장 홍성에 탄생
완전자율주행차가 가져올 산업계의 변화는 어떨까?
텃세 따돌림에 뙤약볕으로 내몰리는 노인
제주 노형동 공영주차장 복층화 3층 주차 123면 규모로
홍성군 도내 최초 스마트 버스정류장 8곳 운영
제주 노형동 공영주차장 복층화 3층 주차 123면 규모로
 교통약자 이동편의 예산 늘었다   추경안 국토위 통과
전주시설공단 6 1지방선거 교통약자 투표 편의 차량 지원
고려대 교통약자 이동지원 차량서비스 시작 '장애인 친화적 캠퍼스' 구현
국산 AI기술 일본 철도에서 사용한다   교통약자 지원
청주시 교통안전 교통약자 이동편의 증진 위한 착수보고회 개최
일본 한국 AI 기술로 교통약자 이동권 지원    국내 지하철 도입 필요 
부산시설공단 6 1 지방선거 교통약자 (장애인) 이동 편의 제공 위해 두리발    
용인시 '규제입증책임제' 시행   자치법규 20건 폐지 개선
부산시설공단 교통약자 이동편의 위해  두리발’ 차량 도움 나선다
인텔리빅스 일본 교통약자 서비스 핵심 AI 기술 수출
"국토위 추경심사 서 버스기사 지원 교통약자 예산 2,475억 증액"
용인시 '규제입증책임제' 시행   자치법규 20건 폐지 개선
부산시설공단 지방선거 교통약자 이동편의 위해 두리발’차량 도움 나선다
이종성 의원 장애인 등 교통약자의 전세버스 이용 보장을 위한 교통약자법 개   
청주시 교통안전과 교통약자 이동편의 증진 위한 착수보고회 개최
고려대 '교통약자 이동지원 서비스' 구축
홍성군 도내 최초 '스마트 버스정류장' 설치
이종성 의원  장애인 택시이용 보장 교통약자법 개정 시급 
부산시설공단 지방선거 교통약자 이동편의 위해 두리발’차량 도움 나선다
이종성 의원 장애인 등 교통약자의 전세버스 이용 보장을 위한 교통약자법 개   
청주시 교통안전과 교통약자 이동편의 증진 위한 착수보고회 개최
고려대 '교통약자 이동지원 서비스' 구축
홍성군 도내 최초 '스마트 버스정류장' 설치
이종성 의원  장애인 택시이용 보장 교통약자법 개정 시급 
이종성  장애인 택시 이용 보장’ 교통약자법 개정안 발의
전주시설공단 교통약자 투표 위해 차량 지원
교통안전위한 '교통약자 보호 이륜차 자문위원회' 발족
이동권은 모든 사람의 것 어린이도 교통 약자입니다
"이종성 의원, 장애인 택시이용 보장 위한 '교통약자법 개정안' 발의"
전주시설공단 교통약자 투표 위해 차량 지원
청주시 교통약자 이동편의 증진 `박차'
이종성 장애인 전세버스 이용보장 교통약자법개정안 발의
교통안전위한 '교통약자 보호 이륜차 자문위원회' 발족
이동권은 모든 사람의 것 어린이도 교통 약자입니다
파주 교통약자 스마트횡단시스템 공공데이터 공모 사업 선정
20년 근속자 퇴직금 5천만 원 이하면 퇴직소득세 0원
홍성군 충남 첫 스마트 버스정류장 개시
 교통약자 길 건널땐 횡단보도 신호 10초 더! 
홍성군 충남 첫 스마트 버스정류장 개시
 교통약자 길 건널땐 횡단보도 신호 10초 더! 
파파모빌리티 전역장병 일자리 마련 교통약자 서비스 강화
김태흠 “교통약자 위한 저상버스 대폭 확충 이동권 보호”
박은경  교통약자 택시비 만 65세까지 확대 지원  약속
강호상  교통약자 위한 새서귀포 순환버스 도입 
박은경 교통약자 택시비 지원 만65세로 확대
천안서북소방서 교통약자  맞춤형 소방안전솔루션’
전주시설공단 교통약자 투표 돕는다  이지콜’ 운행
전장연 대표 “이동권 교통 약자들의 문제 난동 부린다는 식 억울해”
파주 교통약자 스마트횡단 공공데이터 공모사업 선정
김태흠 “교통약자 위한 저상버스 대폭 확충 이동권 보호”
박은경  교통약자 택시비 만 65세까지 확대 지원  약속
강호상  교통약자 위한 새서귀포 순환버스 도입 
박은경 교통약자 택시비 지원 만65세로 확대
천안서북소방서 교통약자  맞춤형 소방안전솔루션’
전주시설공단 교통약자 투표 돕는다  이지콜’ 운행
전장연 대표 “이동권 교통 약자들의 문제 난동 부린다는 식 억울해”
[사설]교통약자 편의증진 계획도 좋지만 예산을 확보해야
대덕서 교통약자 대상 교통안전활동
파주 교통약자 스마트횡단시스템 행안부 공공데이터 공모사업 선정
천안서북소방서 교통약자  맞춤형 소방안전솔루션’
전주시설공단 교통약자 투표 돕는다  이지콜’ 운행
전장연 대표 “이동권 교통 약자들의 문제 난동 부린다는 식 억울해”
[사설]교통약자 편의증진 계획도 좋지만 예산을 확보해야
대덕서 교통약자 대상 교통안전활동
고려대 장애 학생 위한 '교통약자 이동지원 차량서비스' 시작
국힘 김태흠 충남지사 후보  교통약자 저상버스 대폭 확충 
김포시 교통약자 특별교통수단에  카비 AI 솔루션’ 장착
부산 교통약자콜택시  두리발’ 복권기금사업 성과평과 1위
부산 교통약자콜택시  두리발’ 복권기금사업 성과평과 1위
제 기능 못 하는 '노인보호구역' 보행 환경 관리 절실
[진주소식]밀양다목적댐 정밀안전진단 현장 방문 등
김포도시관리공사-카비 인공지능 안전운전 솔루션    교통약자 특별교통수단   
한국공항공사 교통약자용 셀프체크인 설치
한국공항공사 시각장애인 교통약자용 셀프체크인 운영
부산시 두리발 교통약자콜택시 사업 복권기금사업 성과평가 1위
신협 '어부바 차량' 기부 나눔 상생 실천
리베라빗 교통약자 편리한 이동 위한 '레츠무브' 선보여
디지털 기술 만난 공용차량 교통약자 태운다
한국공항공사 교통약자용 셀프체크인 설치
한국공항공사 시각장애인 교통약자용 셀프체크인 운영
부산 교통약자콜택시 두리발 복권기금사업 성과 평가 1위
부산시 두리발 교통약자콜택시 사업 복권기금사업 성과평가 1위
신협 '어부바 차량' 기부 나눔 상생 실천
리베라빗 교통약자 편리한 이동 위한 '레츠무브' 선보여
디지털 기술 만난 공용차량 교통약자 태운다
R목포:충북]'노인보호구역'내비게이션+백로 서식 SOS
제주시 노형동 공영주차장 복층화   3층 123면 규모
강원경찰청 찾아가는 교통안전교육 재개 및 교통약자 배려문화 확산
R목포:충북]'노인보호구역'내비게이션+백로 서식 SOS
제주시 노형동 공영주차장 복층화   3층 123면 규모
강원경찰청 찾아가는 교통안전교육 재개 및 교통약자 배려문화 확산
디지털 기술 활용한 교통약자 차량공유 사업 진행
'장애인도 쉽게' 한국공항공사 교통약자용 무인발급기 도입
교통사고 후유증 보행장애 서울시 '전동 휠체어' 지원
경기도 보행자 교통사고 노인이 어린이 2배 이상  교통약자별 특성 고려한 안   
어린이날  어린이 교통약자’에 이동수단 무료 지원
“교통약자의 든든한 발이 되겠습니다” [자치구 돋보기]
합천군 황매산 군립공원 교통약자 배려 나눔 카트 운영
합천군 황매산 군립공원 교통약자 배려 나눔 카트 운영
한국사학진흥재단 교통약자에 공용차량 무상공유
교통약자 '자동배차 시스템'   전남 만족도 높아
전주시설공단 어린이날 '이지콜' 무료 운행 어린이 교통약자 대상
백군기 용인시장 '교통 약자 지원' 지체장애인협회 감사패 받아
전남 교통약자 지원 '자동배차 시스템' 만족도 높아
하남시  달링버스’ 등 교통약자 위한 여행 이동서비스 속도
교통약자  자동배차 시스템’ 만족도 높아
전남 교통약자 '자동배차 시스템' 만족도 높아
교통 약자의 편리한 발 '서대문 희망차' 운행 시작
하남시  달링버스’ 등 교통약자 위한 여행 이동서비스 속도
전주시 어린이교통약자 대상 '이지콜' 무료 운행
교통약자  자동배차 시스템’ 만족도 높아
전남 교통약자 '자동배차 시스템' 만족도 높아
교통 약자의 편리한 발 '서대문 희망차' 운행 시작
하남시 교통약자 병원 도우미 '달링버스'   국내 첫 도입
광주도시철도-장애인 자문단 역사 내 교통약자 편의시설 특별 점검
교통 약자 배려 버스 운수 종사자 교육 필요
하남시 5월부터 전국 최초 교통약자 안심귀가 '달링버스' 시범운행
이상민 의원  교통 약자의 보편적 이동권 확보 정부가 해결  촉구
교통 약자의 편리한 발 '서대문 희망차' 운행 시작
하남시 교통약자 병원 도우미 '달링버스'   국내 첫 도입
광주도시철도-장애인 자문단 역사 내 교통약자 편의시설 특별 점검
교통 약자 배려 버스 운수 종사자 교육 필요
하남시 5월부터 전국 최초 교통약자 안심귀가 '달링버스' 시범운행
이상민 의원  교통 약자의 보편적 이동권 확보 정부가 해결  촉구
권익현 예비후보의 7호 소확행 공약 어르신 장애인 등 교통약자 이동권 보장
코오롱 6개 분야에 5년간 4조원 투자 취업약자 채용도 확대
충남인권협의회 교통약자 인권증진 방안 논의
전주시설공단 어린이날 '어린이 교통약자' 대상 이지콜 무료 운행
권익현 예비후보의 7호 소확행 공약 어르신 장애인 등 교통약자 이동권 보장
"하남, 교통약자 병원 도우미  달링버스’ 국내 첫 도입"
코오롱 6개 분야에 5년간 4조원 투자 취업약자 채용도 확대
충남인권협의회 교통약자 인권증진 방안 논의
전주시설공단 어린이날 '어린이 교통약자' 대상 이지콜 무료 운행
하남시 교통약자 병원 도우미 달링버스’국내 첫 도입
권익현 부안군수 예비후보 교통약자 이동권 보장 수소연료전지 저상버스 도입
전주시설공단 교통약자 대상  봄’ 이벤트
하남시 교통약자 병원 도우미 '달링버스' 국내 첫 도입   이목 '집중'
﻿강원경찰 교통약자 배려문화 확산 나선다 경로당 등 '찾아가는 교통안전교   
권익현 부안군수 예비후보 '어르신 장애인 등 교통약자 이동권 보장' 공약
전주시설공단 교통약자 대상  봄’ 이벤트
하남시 교통약자 병원 도우미 '달링버스' 국내 첫 도입   이목 '집중'
﻿강원경찰 교통약자 배려문화 확산 나선다 경로당 등 '찾아가는 교통안전교   
"손훈모 순천시장 예비후보, 택시업계와 교통약자 공약 제시"
충남인권협의회 교통약자 인권증진 방안 논의
제주 교통약자 길안내 '휠내비길' 집중 추진
전주덕진경찰 ㈜아이엠아이와 교통약자 보호 관련 홍보 추진
경기도남부자치경찰위원회 교통약자 보행사고 취약구간 현장점검 계획 등 논   
 KTX 승 하차시 장애인 등 교통약자 불편 신속 개선해야 
충남인권협의회 교통약자 인권증진 방안 논의
하남시 교통약자 전용 버스 '달링버스' 시범 운행
제주 교통약자 길안내 '휠내비길' 집중 추진
전주덕진경찰 ㈜아이엠아이와 교통약자 보호 관련 홍보 추진
경기도남부자치경찰위원회 교통약자 보행사고 취약구간 현장점검 계획 등 논   
 KTX 승 하차시 장애인 등 교통약자 불편 신속 개선해야 
서울교통공사  교통약자 이동권 보장 총력 출근길 선전전 자제 부탁 
전주시설공단 어버이날 교통약자 어르신들에게 카네이션 선물
김기환 예비후보  장애인 교통약자 차량이동 서비스 확대할 것 
광주도시철도공사 교통약자 안전 편의시설 특별 점검 실시
이종성 의원 KTX 승 하차시 교통약자 불편 신속 개선 주문
서울교통공사  교통약자 이동권 보장 총력 출근길 선전전 자제 부탁 
전주시설공단 어버이날 맞아 교통약자 어르신들에 카네이션 선물
김기환 예비후보  장애인 교통약자 차량이동 서비스 확대할 것 
광주도시철도공사 교통약자 안전 편의시설 특별 점검 실시
 교통약자 이동권 향상’ 노후승강장 손본다
대전교통약자이동지원센터 '장애인의 날' 교통약자 대상 무료 운행
청량리역 방문한 이준석  교통약자 위해 예산확보 등 해결방안 마련할 것 
파파 이지무브와 교통약자 이동편의 증진 위한 업무협약
보령시 원산도 시내버스 증편 교통약자 이동 편의 기대
김기환  휠체어 차량 대폭 확대     교통약자 이동권 확보하겠다 
청량리역 방문한 이준석  교통약자 위해 예산확보 등 해결방안 마련할 것 
전주시설공단 어버이날 교통약자 어르신에 카네이션 선물
대전교통약자이동지원센터 '장애인의 날' 교통약자 대상 무료 차량 운행
파파 이지무브와 교통약자 이동편의 증진 위한 업무협약
보령시 원산도 시내버스 증편 교통약자 이동 편의 기대
[오마이포토] 이준석 교통약자 이동편의 방안 모색 현장 방문
카카오모빌리티 교통약자 위해 서대문구와 '서대문 희망차' 선보여
'청와대 관람' 교통약자들 위한 셔틀버스
의정부시 교통약자 가족나들이 차량 지원 서비스 실시
'청와대 관람' 교통약자들 위한 셔틀버스
의정부시 교통약자 가족나들이 차량 지원 서비스 실시
서울시 교통약자 이동 편의 개선 나선다
전주시설공단 교통약자에 꽃다발 선물 봄 감사이벤트
'1역사 1동선' 2024년 100% 확보    서울시 교통약자 이동편의 증진
익산경찰 금강방송 익산농아인협회 교통약자 보호 위해  맞손’
 교통약자 예산 90%가 한 사업에   몰빵의 오류
안산시 전철 4호선 중앙역 초지역에 에스컬레이터 설치 교통약자 편리
장애인의 날 맞아 교통 약자 위해 무료 차량 운행 서비스
부산시  개인형 이동장치 주차구역’ 추가 설치 박형준 “보행자 교통약자   
'1역사 1동선' 2024년 100% 확보    서울시 교통약자 이동편의 증진
익산경찰 금강방송 익산농아인협회 교통약자 보호 위해  맞손’
 교통약자 예산 90%가 한 사업에   몰빵의 오류
안산시 전철 4호선 중앙역 초지역에 에스컬레이터 설치 교통약자 편리
장애인의 날 맞아 교통 약자 위해 무료 차량 운행 서비스
부산시  개인형 이동장치 주차구역’ 추가 설치 박형준 “보행자 교통약자   
서울시 교통약자 이동편의↑ 3년내 '1역사 1동선' 달성
서울시 “24년까지 서울 모든 지하철 교통약자 편의 시설 설치”
경기도남부자치경찰위원회 교통약자 보행사고 취약구간 현장점검 계획 등 논   
인천 교통약자 이동지원차량 장애인의 날 무료운행
서울시 교통약자 이동편의 개선 나선다
인천교통공사 교통약자 이동지원차량 무료운행
부산시  개인형 이동장치 주차구역’ 추가 설치 박형준 “보행자 교통약자   
