,direction
도곡1동장안제4동,1
구로제2동김포2동,1
왕십리도선동신당제3동,1
이문제3동서초4동,1
잠실2동신당제3동,1
진관동장안제3동,1
면목제3.8동장안제2동,1
면목제3.8동하계1동,1
신당제3동역곡1동,1
신당제2동삼각산동,1
제기제1동하계1동,1
세곡동신당제1동,1
신당제3동조안면,1
길동제기제1동,1
답십리제4동면목제2동,1
답십리제4동창제2동,1
면목제3.8동서현1동,1
성현동신도동,1
마천2동답십리제3동,1
장안제4동서초3동,1
거여2동면목제3.8동,1
신당제2동창신제1동,1
답십리제4동남영동,1
장안제4동등촌제3동,1
신월2동답십리제3동,1
후암동신당제3동,1
신당제4동도봉제1동,1
답십리제3동중곡제2동,1
명륜3가동개봉제2동,1
상도제1동군자동,1
상도제1동쌍문제1동,1
상도제1동구의제1동,1
천호제2동답십리제4동,1
이태원제2동신당제3동,1
신정4동신당제1동,1
수서동장안제3동,1
신당제2동월계2동,1
면목제3.8동양평제1동,1
고덕제1동김포2동,1
구의제2동장안제3동,1
방학제3동신당제1동,1
면목제3.8동수서동,1
신촌동제기제1동,1
전농제3동전농제1동,1
신대방제2동면목제3.8동,1
중곡제3동제기제1동,1
상도제1동안양5동,1
이문제3동독산제2동,1
면목제3.8동중곡제3동,1
전농제2동면목제3.8동,1
마장동제기제1동,1
방배2동김포1동,1
상도제1동풍납2동,1
제기제1동남영동,1
상도제1동반포4동,1
번제2동신당제3동,1
제기제1동당산제2동,1
신월7동제기제2동,1
면목제3.8동길음제1동,1
공항동김포1동,1
신정2동제기제2동,1
답십리제3동창신제1동,1
신내2동제기제2동,1
하계1동신당제1동,1
제기제1동잠실6동,1
한강로동의정부3동,1
이문제3동중화제2동,1
전농제3동성수1가제2동,1
전농제3동송산1동,1
전농제3동영등포본동,1
한강로동신당제1동,1
창제3동답십리제4동,1
난곡동상도제1동,1
신당제6동소사본1동,1
발산제1동김포1동,1
논현1동답십리제4동,1
신길제4동상도제1동,1
하계1동김포2동,1
삼성동신당제2동,1
마장동답십리제4동,1
신당제1동왕십리도선동,1
일원1동제기제1동,1
회기동제기제2동,1
면목제3.8동홍은제2동,1
용답동제기제1동,1
이문제3동청룡동,1
장안제1동장안제3동,1
면목제3.8동서초1동,1
상도제1동주엽2동,1
방화제2동김포1동,1
대치2동제기제2동,1
전농제3동양평제2동,1
화곡본동면목제3.8동,1
신당제6동문정2동,1
상도제1동가락본동,1
신당제6동사직동,1
반포1동상도제1동,1
장안제3동발산제1동,1
면목제3.8동면목제5동,1
명동상도제1동,1
제기제1동종암동,1
장안제3동번제1동,1
녹번동신당제1동,1
면목제3.8동춘의동,1
답십리제4동방배2동,1
이문제3동양평제1동,1
신설동답십리제4동,1
강일동장안제4동,1
둔촌제1동장안제3동,1
묵제2동가능1동,1
사근동이문제3동,1
답십리제4동일원본동,1
상도제1동답십리제3동,1
상도제1동이화동,1
답십리제4동문정2동,1
제기제1동이화동,1
이문제3동성북동,1
장안제4동상3동,1
휘경제2동면목제3.8동,1
면목제3.8동면목제7동,1
면목제3.8동일원1동,1
신당제4동상봉제2동,1
대흥동장안제4동,1
신당제1동석촌동,1
사당제5동신당제1동,1
암사제1동상도제1동,1
전농제3동면목본동,1
오류제2동신도동,1
신당제3동덕풍3동,1
흑석동신당제6동,1
신당제2동상도제4동,1
제기제2동신내1동,1
이문제3동양지동,1
면목제3.8동범계동,1
신당제4동신설동,1
수서동김포1동,1
중림동제기제2동,1
신월5동신당제3동,1
명륜3가동성수1가제1동,1
제기제1동강일동,1
묵제1동제기제2동,1
남가좌제2동가능1동,1
월계2동면목제3.8동,1
면목제3.8동잠실2동,1
답십리제3동왕십리도선동,1
중화제1동신당제1동,1
번제3동신도동,1
보광동신당제3동,1
신당제4동상계6.7동,1
상암동면목제3.8동,1
압구정동신도동,1
일원1동명륜3가동,1
답십리제1동전농제3동,1
장안제4동대치4동,1
신정2동전농제3동,1
장안제2동면목제3.8동,1
답십리제4동잠실2동,1
창신제1동신당제1동,1
제기제2동광희동,1
신당제1동면목제7동,1
신당제3동행당제1동,1
잠실3동신당제2동,1
중계2.3동가능2동,1
석촌동신당제3동,1
수서동신당제2동,1
홍은제1동김포2동,1
잠실2동이문제3동,1
이문제3동잠실2동,1
장지동답십리제4동,1
명륜3가동안암동,1
상도제1동백석1동,1
풍납2동이문제3동,1
반포3동의정부3동,1
필동신당제3동,1
명륜3가동행당제1동,1
수유제3동의정부3동,1
답십리제1동신당제2동,1
상도제1동화정1동,1
망원제1동제기제1동,1
회현동답십리제4동,1
응암제1동장안제3동,1
행당제1동답십리제3동,1
화곡제1동상도제1동,1
장충동제기제1동,1
신당제1동신정2동,1
신당제4동안양2동,1
한남동김포2동,1
도봉제1동상도제1동,1
제기제2동전농제2동,1
제기제1동전농제2동,1
상도제1동철산1동,1
신당제3동가산동,1
상도제1동조안면,1
길동상도제1동,1
공항동상도제1동,1
신당제3동도림동,1
제기제1동야탑2동,1
연희동신당제6동,1
노량진제1동전농제3동,1
청파동전농제3동,1
개봉제3동전농제3동,1
조원동김포2동,1
여의동상도제1동,1
제기제2동상계1동,1
신당제3동신사동,1
신당제4동소공동,1
상도제1동대학동,1
상계6.7동신당제1동,1
장안제1동제기제1동,1
한강로동답십리제4동,1
제기제1동용두동,1
장안제4동종암동,1
장안제3동회천1동,1
합정동신당제4동,1
마천2동면목제3.8동,1
답십리제4동상봉제2동,1
이문제3동교남동,1
답십리제4동안양5동,1
답십리제4동수서동,1
신당제3동염창동,1
중계4동전농제3동,1
행당제2동장안제4동,1
신당제6동공항동,1
신당제3동신정4동,1
신당제4동고척제2동,1
제기제2동후암동,1
상도제1동응암제3동,1
잠실본동상도제1동,1
장안제3동고덕제1동,1
전농제3동공릉2동,1
장안제3동송내1동,1
회현동명륜3가동,1
신대방제2동제기제2동,1
장안제3동성남동,1
여의동김포2동,1
정릉제1동신당제6동,1
천호제3동신당제2동,1
청파동답십리제4동,1
천호제3동김포1동,1
대조동김포1동,1
천연동가능1동,1
화곡본동제기제1동,1
신당제3동왕십리도선동,1
갈현제2동김포1동,1
명륜3가동상계1동,1
명륜3가동공릉2동,1
등촌제3동교하읍,1
창제4동면목제3.8동,1
신내1동신당제1동,1
광희동신당제4동,1
제기제2동정자1동,1
독산제1동상도제1동,1
금호1가동전농제3동,1
화곡제6동상도제1동,1
숭인제2동상도제1동,1
동선동김포1동,1
수서동신도동,1
신당제4동공항동,1
발산제1동상도제1동,1
안암동장안제3동,1
논현1동김포1동,1
풍납2동전농제3동,1
장안제3동풍산동,1
창제4동김포2동,1
난향동가능1동,1
오류제2동답십리제3동,1
가락본동전농제3동,1
면목제3.8동번제3동,1
신당제6동갈현제1동,1
전농제3동방배4동,1
신정7동신당제1동,1
장안제3동삼청동,1
중곡제1동김포1동,1
답십리제3동남영동,1
중계2.3동김포2동,1
안암동신당제2동,1
화곡제6동김포1동,1
신당제3동황학동,1
상도제1동상계2동,1
공릉2동제기제2동,1
상도제1동서초3동,1
이문제3동제기제2동,1
신당제4동양촌면,1
명륜3가동구산동,1
이문제3동제기제1동,1
신당제3동전농제2동,1
신당제1동남영동,1
상도제1동번제2동,1
신당제2동삼성동,1
신당제4동우이동,1
도봉제2동가능1동,1
상도제1동우장산동,1
답십리제3동하안2동,1
이문제3동영종동,1
방화제3동상도제1동,1
상도제1동중앙동,1
신내2동신당제3동,1
종로1.2.3.4가동명륜3가동,1
홍제제1동신당제3동,1
수궁동신당제1동,1
삼성1동장안제3동,1
공릉1.3동장안제3동,1
명륜3가동청파동,1
불광제2동신당제1동,1
종로5.6가동장안제3동,1
신당제2동청운효자동,1
한남동신당제1동,1
노량진제1동제기제1동,1
상도제1동수서동,1
신당제1동대조동,1
도봉제1동면목제3.8동,1
석관동상도제1동,1
을지로동신당제6동,1
제기제1동숭인제2동,1
서교동면목제3.8동,1
신당제1동방화제1동,1
신당제3동잠실2동,1
가산동상도제1동,1
강일동제기제2동,1
불광제1동가능1동,1
길동제기제2동,1
역촌동제기제1동,1
제기제2동신정3동,1
풍납2동가능1동,1
상도제1동서빙고동,1
사근동면목제3.8동,1
답십리제3동오류제2동,1
길동신당제3동,1
신당제3동진건읍,1
구의제2동전농제3동,1
답십리제3동잠실6동,1
상도제1동제기제1동,1
내곡동신당제3동,1
용답동장안제3동,1
명륜3가동석촌동,1
성내제2동답십리제4동,1
고덕제2동답십리제3동,1
신당제1동서초2동,1
신당제3동노량진제1동,1
장안제4동하계1동,1
면목제5동이문제3동,1
응암제1동신당제3동,1
강일동신당제4동,1
신당제6동내곡동,1
시흥제2동상도제1동,1
우이동김포2동,1
면목본동전농제3동,1
답십리제4동장지동,1
화곡제1동김포2동,1
이문제3동면목제5동,1
삼각산동제기제1동,1
일원1동김포2동,1
월계3동신당제6동,1
수유제2동김포1동,1
제기제1동응암제2동,1
신당제3동천연동,1
신당제4동송천동,1
면목제3.8동대방동,1
신당제2동창제4동,1
김포2동낙성대동,1
수서동전농제3동,1
낙성대동김포2동,1
천호제2동신당제6동,1
신당제1동수서동,1
종암동장안제4동,1
장안제3동왕십리제2동,1
논현1동상도제1동,1
번제3동상도제1동,1
신사제2동김포1동,1
신당제2동신내1동,1
회현동제기제1동,1
신당제1동중화제2동,1
전농제3동서초3동,1
중화제2동신당제4동,1
제기제2동신당제3동,1
구의제1동이문제3동,1
신당제3동길음제1동,1
제기제2동이화동,1
번제3동장안제3동,1
신정7동답십리제3동,1
답십리제4동공릉2동,1
장안제4동공릉2동,1
혜화동장안제3동,1
면목제3.8동일원본동,1
신당제2동영종동,1
여의동신당제4동,1
번제1동가능1동,1
증산동김포2동,1
장안제3동상봉제1동,1
답십리제4동서초1동,1
이문제1동이문제3동,1
답십리제4동소공동,1
장안제4동수유제3동,1
답십리제4동성수1가제1동,1
화양동장안제4동,1
천호제3동답십리제4동,1
답십리제3동영등포동,1
대조동전농제3동,1
청량리동제기제2동,1
신당제3동신당제2동,1
대흥동신당제3동,1
전농제2동신당제6동,1
수색동김포2동,1
장안제4동와부읍,1
방배3동김포1동,1
면목본동이문제3동,1
명륜3가동제기제2동,1
이문제3동소공동,1
전농제3동자양제3동,1
답십리제4동정릉제3동,1
신내1동제기제1동,1
방학제1동답십리제3동,1
신당제4동을지로동,1
신당제4동서초1동,1
돈암제2동면목제3.8동,1
대치1동제기제1동,1
면목제3.8동진건읍,1
장안제4동구의제2동,1
신당제2동수서동,1
신당제1동일원2동,1
신당제6동전농제2동,1
신당제3동대치2동,1
화곡본동제기제2동,1
장안제3동용답동,1
면목제3.8동이화동,1
이문제3동삼청동,1
명륜3가동성산제2동,1
내곡동제기제1동,1
신당제1동신당제4동,1
천호제3동신당제6동,1
제기제1동가양제3동,1
남영동명륜3가동,1
상도제1동자양제3동,1
하계2동김포2동,1
신당제1동고봉동,1
종암동답십리제4동,1
도봉제2동면목제3.8동,1
신당제4동번제2동,1
성수2가제1동신당제1동,1
면목제3.8동상봉제2동,1
장안제3동응암제3동,1
공릉1.3동가능1동,1
신사제1동제기제2동,1
필동신당제1동,1
신당제3동제기제1동,1
가양제3동신당제1동,1
대흥동답십리제3동,1
중곡제4동답십리제3동,1
명륜3가동묵제1동,1
제기제1동안암동,1
회현동답십리제3동,1
답십리제3동구의제3동,1
창제1동면목제3.8동,1
불광제2동의정부3동,1
창제3동가능2동,1
상봉제1동제기제1동,1
구의제1동답십리제3동,1
답십리제4동번제2동,1
명륜3가동회현동,1
방배1동상도제1동,1
장안제3동구의제1동,1
답십리제3동월계2동,1
수궁동김포2동,1
효창동신도동,1
서초4동면목제3.8동,1
면목제4동신당제1동,1
신설동답십리제3동,1
신당제3동양재1동,1
양재1동신당제3동,1
반포3동상도제1동,1
신당제1동행운동,1
신당제1동성북동,1
가양제2동신당제1동,1
창제1동이문제3동,1
제기제2동신내2동,1
을지로동김포2동,1
답십리제3동청량리동,1
서강동장안제3동,1
신당제2동상일동,1
제기제2동방화제3동,1
신당제2동풍무동,1
답십리제3동갈현제1동,1
종로5.6가동면목제3.8동,1
종로5.6가동신당제1동,1
면목제3.8동종로5.6가동,1
제기제2동왕십리도선동,1
망원제2동면목제3.8동,1
신당제3동문정2동,1
신당제3동번제2동,1
답십리제4동청량리동,1
제기제2동사근동,1
제기제2동상2동,1
미성동면목제3.8동,1
제기제1동신내2동,1
신당제1동묵제1동,1
면목제3.8동화곡제4동,1
중계2.3동장안제4동,1
제기제1동방학제1동,1
이촌제1동신당제2동,1
제기제2동용두동,1
상도제1동서강동,1
장안제3동사직동,1
금호1가동가능1동,1
하계2동상도제1동,1
청량리동장안제4동,1
신당제3동인수동,1
번제3동면목제3.8동,1
장안제4동신촌동,1
장안제4동답십리제2동,1
면목제3.8동반포3동,1
신당제1동도농동,1
이문제3동망우본동,1
이문제3동화양동,1
상도제1동상일동,1
청룡동상도제1동,1
장안제3동수유제1동,1
상도제1동양주1동,1
상봉제2동장안제4동,1
행당제1동김포2동,1
대림제1동신당제3동,1
신당제4동수서동,1
장안제3동상2동,1
장안제4동상암동,1
미성동상도제1동,1
답십리제3동행당제1동,1
전농제3동망우제3동,1
상봉제1동답십리제4동,1
성수2가제3동신당제3동,1
한강로동제기제1동,1
당산제1동김포2동,1
답십리제4동상봉제1동,1
면목제3.8동둔촌제2동,1
신월3동답십리제4동,1
장안제3동노량진제1동,1
와부읍답십리제3동,1
답십리제3동와부읍,1
상일동제기제1동,1
신당제2동황학동,1
북가좌제2동신당제3동,1
구로제5동답십리제3동,1
성현동이문제3동,1
제기제2동시흥제4동,1
이문제3동공릉2동,1
장안제3동방배3동,1
양재1동면목제3.8동,1
가락1동제기제1동,1
망우본동제기제1동,1
제기제2동행당제2동,1
상도제1동화곡제6동,1
신당제3동망우본동,1
가능1동월계3동,1
제기제1동삼선동,1
상계6.7동명륜3가동,1
신당제1동한남동,1
신당제3동상계1동,1
방배4동상도제1동,1
장안제3동잠실3동,1
신당제4동노량진제2동,1
신당제1동충현동,1
답십리제3동길음제1동,1
신당제4동상동,1
한남동신당제4동,1
노량진제1동신당제1동,1
문정2동이문제3동,1
상도제1동심곡2동,1
금호1가동제기제1동,1
화곡본동답십리제3동,1
흑석동답십리제3동,1
중화제1동답십리제4동,1
제기제2동구의제3동,1
면목제3.8동교문1동,1
내곡동면목제3.8동,1
신당제2동답십리제2동,1
상도제1동내곡동,1
등촌제3동전농제3동,1
거여1동상도제1동,1
대학동상도제1동,1
신사제1동신도동,1
제기제2동여의동,1
용답동답십리제4동,1
갈현제2동답십리제3동,1
답십리제4동가양제3동,1
장안제1동제기제2동,1
답십리제4동송내1동,1
전농제3동잠실2동,1
명륜3가동잠실2동,1
답십리제4동청파동,1
방화제3동의정부3동,1
한강로동검단3동,1
면목제3.8동발산제1동,1
마장동전농제3동,1
답십리제3동성내제2동,1
삼성동소하2동,1
마장동장안제4동,1
상봉제2동의정부3동,1
답십리제4동성산제2동,1
신당제3동일원2동,1
공릉1.3동전농제3동,1
이문제3동수유제3동,1
인수동전농제3동,1
성현동전농제3동,1
암사제3동전농제3동,1
양재2동상도제1동,1
도곡1동이문제3동,1
장안제3동회현동,1
제기제1동양주2동,1
북아현동제기제1동,1
답십리제4동면목제3.8동,1
구산동장안제4동,1
명륜3가동방학제1동,1
신당제6동안암동,1
월계3동신당제4동,1
서초2동이문제3동,1
중계1동전농제3동,1
답십리제4동자양제3동,1
방배3동장안제3동,1
화곡본동전농제3동,1
신당제1동광희동,1
장안제3동잠실2동,1
역삼1동제기제1동,1
독산제1동답십리제4동,1
신당제4동회현동,1
면목제3.8동창제5동,1
제기제1동방화제1동,1
명륜3가동대방동,1
신당제3동남영동,1
신당제1동노량진제2동,1
장안제3동능동,1
답십리제4동역삼1동,1
답십리제4동혜화동,1
상도제1동구로제3동,1
신당제4동왕십리도선동,1
상도제1동사당제4동,1
삼양동김포2동,1
신당제4동서림동,1
수유제1동면목제3.8동,1
답십리제3동공릉2동,1
신당제4동상계3.4동,1
전농제3동장흥면,1
답십리제3동행당제2동,1
하계1동신당제3동,1
답십리제4동둔촌제2동,1
월계1동장안제3동,1
제기제2동남영동,1
천호제2동답십리제3동,1
답십리제3동복정동,1
답십리제4동도봉제1동,1
삼성2동명륜3가동,1
이문제3동번제2동,1
전농제3동월계1동,1
오류제2동신당제6동,1
면목제3.8동정릉제2동,1
등촌제3동답십리제3동,1
답십리제3동면목제4동,1
상도제1동고봉동,1
면목제3.8동용두동,1
상도제1동대치1동,1
신당제3동조원동,1
역삼1동제기제2동,1
제기제2동의정부1동,1
묵제1동이문제3동,1
풍납2동장안제3동,1
상도제1동이태원제1동,1
신당제3동방이1동,1
영등포동가능1동,1
청량리동신당제1동,1
신당제4동주엽2동,1
장안제4동화양동,1
장안제3동신곡2동,1
답십리제3동면목제3.8동,1
압구정동제기제1동,1
신당제4동풍납2동,1
장안제3동제기제2동,1
명륜3가동휘경제2동,1
답십리제4동장위제2동,1
김포1동가양제2동,1
월계2동장안제4동,1
시흥제3동상도제1동,1
신당제6동광희동,1
제기제1동퇴계원면,1
면목제3.8동문정2동,1
답십리제3동월곡제2동,1
이문제3동상2동,1
신당제1동월곡제1동,1
답십리제3동잠실2동,1
신당제6동쌍문제4동,1
평창동제기제2동,1
수서동제기제1동,1
답십리제4동비산3동,1
제기제1동면목제4동,1
신당제3동필동,1
답십리제4동풍납1동,1
성현동면목제3.8동,1
신정3동김포2동,1
답십리제3동공항동,1
금호4가동답십리제3동,1
미아동가능1동,1
중계2.3동답십리제4동,1
장안제4동신정3동,1
신당제6동흑석동,1
독산제1동가능1동,1
면목제3.8동자양제4동,1
신길제1동김포1동,1
신당제1동답십리제1동,1
신당제1동광명3동,1
신월2동신당제3동,1
이문제3동청담동,1
장안제3동광희동,1
이문제3동전농제3동,1
장안제3동양주1동,1
명륜3가동답십리제4동,1
송중동김포1동,1
