,예정시간,배차시간,승차시간,distance,duration,taxiFare,배차-예정,승차-배차,승차-예정,y_b_time,b_s_time,y_s_time,y_b_seconds,b_s_seconds,y_s_seconds,y_b_days,b_s_days,y_s_days
306986,2021-05-04 7:04:04,2021-05-04 7:10:00,2021-05-04 7:12:51,20673,3171.63,21000,6,2,8,0 days 00:05:56,5 days 00:02:51,5 days 00:08:47,356,171,527,0,5,5
306987,2021-05-04 7:10:00,2021-05-04 7:10:15,2021-05-04 7:18:15,24011,2548.395,22230,0,8,8,0 days 00:00:15,5 days 00:08:00,5 days 00:08:15,15,480,495,0,5,5
306988,2021-05-04 7:02:44,2021-05-04 7:10:00,2021-05-04 7:12:51,20673,3171.63,21000,8,2,10,0 days 00:07:16,5 days 00:02:51,5 days 00:10:07,436,171,607,0,5,5
306989,2021-05-04 7:14:00,2021-05-04 7:27:35,2021-05-04 7:51:06,12759,1824.434,12600,13,24,37,0 days 00:37:06,4 days 23:36:29,5 days 00:13:35,815,1411,2226,0,4,5
306990,2021-05-04 7:15:43,2021-05-04 7:18:31,2021-05-04 8:06:27,14151,2072.949,13600,3,48,51,0 days 00:50:44,4 days 23:12:04,5 days 00:02:48,168,2876,3044,0,4,5
306991,2021-05-04 7:16:00,2021-05-04 7:24:42,2021-05-04 7:25:58,20086,1558.594,21010,8,1,9,0 days 00:09:58,4 days 23:58:44,5 days 00:08:42,522,76,598,0,4,5
306992,2021-05-04 7:16:26,2021-05-04 7:18:24,2021-05-04 7:45:07,19264,1510.082,21890,2,27,29,0 days 00:28:41,4 days 23:33:17,5 days 00:01:58,118,1603,1721,0,4,5
306993,2021-05-04 7:17:00,2021-05-04 7:25:13,2021-05-04 7:29:27,2404,358.921,5210,8,4,12,0 days 00:08:13,5 days 00:04:14,5 days 00:12:27,493,254,747,0,5,5
306994,2021-05-04 7:17:41,2021-05-04 7:24:24,2021-05-04 7:34:18,6956,1120.104,9590,7,10,17,0 days 00:16:37,4 days 23:50:06,5 days 00:06:43,403,594,997,0,4,5
306995,2021-05-04 7:17:43,2021-05-04 7:22:14,2021-05-04 7:30:27,2326,493.224,4100,5,8,13,0 days 00:12:44,4 days 23:51:47,5 days 00:04:31,271,493,764,0,4,5
306996,2021-05-04 7:18:47,2021-05-04 7:26:17,2021-05-04 7:33:40,10573,1033.478,10300,8,7,15,0 days 00:14:53,4 days 23:52:37,5 days 00:07:30,450,443,893,0,4,5
309235,2021-05-24 7:18:56,2021-05-24 7:25:42,2021-05-24 8:21:04,3263,662.4,5100,7,56,63,0 days 01:02:08,5 days 23:04:38,6 days 00:06:46,406,3322,3728,0,5,6
309236,2021-05-24 7:18:46,2021-05-24 7:18:58,2021-05-24 7:31:51,31838,4187.835,30000,0,13,13,0 days 00:12:53,5 days 23:46:55,5 days 23:59:48,86388,785,773,0,5,5
312969,2021-06-07 7:18:11,2021-06-07 7:20:00,2021-06-07 7:30:05,16331,2422.123,17000,2,10,12,0 days 00:01:49,6 days 00:10:05,6 days 00:11:54,109,605,714,0,6,6
314961,2021-06-08 7:12:32,2021-06-08 7:14:50,2021-06-08 7:20:58,12520,1281.863,14030,2,6,8,0 days 00:02:18,12 days 00:06:08,12 days 00:08:26,138,368,506,0,12,12
314962,2021-06-08 7:12:34,2021-06-08 7:21:42,2021-06-08 7:37:20,20515,1594.719,21270,9,16,25,0 days 00:24:46,11 days 23:44:22,12 days 00:09:08,548,938,1486,0,11,12
314963,2021-06-08 7:13:00,2021-06-08 7:21:36,2021-06-08 7:25:23,5109,753.009,7370,8,4,12,0 days 00:08:36,12 days 00:03:47,12 days 00:12:23,516,227,743,0,12,12
314964,2021-06-08 7:13:08,2021-06-08 7:14:32,2021-06-08 7:49:23,5679,607.907,6700,1,35,36,0 days 00:01:24,12 days 00:34:51,12 days 00:36:15,84,2091,2175,0,12,12
318200,2021-07-02 7:21:34,2021-07-02 7:25:36,2021-07-02 7:29:01,5787,884.868,6700,4,4,8,0 days 00:07:27,13 days 23:56:35,14 days 00:04:02,242,205,447,0,13,14
318201,2021-07-02 7:22:00,2021-07-02 7:26:36,2021-07-02 7:59:18,4269,984.464,6300,4,33,37,0 days 00:37:18,13 days 23:27:18,14 days 00:04:36,276,1962,2238,0,13,14
319693,2021-07-01 7:12:00,2021-07-01 7:15:47,2021-07-01 7:16:02,6958,1306.925,8100,3,1,4,0 days 00:03:47,13 days 00:00:15,13 days 00:04:02,227,15,242,0,13,13
319694,2021-07-01 7:12:54,2021-07-01 7:14:29,2021-07-01 7:19:35,7213,996.582,7900,2,5,7,0 days 00:01:35,13 days 00:05:06,13 days 00:06:41,95,306,401,0,13,13
319695,2021-07-01 7:13:00,2021-07-01 7:33:24,2021-07-01 7:54:05,24459,1853.382,22790,20,21,41,0 days 00:41:05,12 days 23:39:19,13 days 00:20:24,1224,1241,2465,0,12,13
320932,2021-07-05 7:04:00,2021-07-05 7:25:41,2021-07-05 7:39:43,20515,1594.719,21270,21,14,35,0 days 00:21:41,6 days 00:14:02,6 days 00:35:43,1301,842,2143,0,6,6
320933,2021-07-05 7:04:24,2021-07-05 7:22:00,2021-07-05 7:22:47,2326,493.224,4100,18,0,18,0 days 00:18:23,5 days 23:59:13,6 days 00:17:36,1103,86353,1056,0,5,6
320934,2021-07-05 7:04:48,2021-07-05 7:09:31,2021-07-05 7:36:44,1000,240,0,5,27,32,0 days 00:04:43,6 days 00:27:13,6 days 00:31:56,283,1633,1916,0,6,6
320935,2021-07-05 7:05:29,2021-07-05 7:14:55,2021-07-05 7:20:54,16320,1569.123,18050,9,6,15,0 days 00:09:26,6 days 00:05:59,6 days 00:15:25,566,359,925,0,6,6
320936,2021-07-05 7:06:40,2021-07-05 7:11:21,2021-07-05 7:27:26,12759,1824.434,12600,5,16,21,0 days 00:04:41,6 days 00:16:05,6 days 00:20:46,281,965,1246,0,6,6
320937,2021-07-05 7:07:00,2021-07-05 7:09:56,2021-07-05 7:30:01,12413,1520.571,12000,2,21,23,0 days 00:02:56,6 days 00:20:05,6 days 00:23:01,176,1205,1381,0,6,6
320938,2021-07-05 7:08:00,2021-07-05 7:17:07,2021-07-05 7:53:24,10243,1831.154,11000,9,36,45,0 days 00:45:24,5 days 23:23:43,6 days 00:09:07,547,2177,2724,0,5,6
320939,2021-07-05 7:08:20,2021-07-05 7:23:17,2021-07-05 7:41:50,16331,2422.123,17000,15,18,33,0 days 00:33:30,5 days 23:41:27,6 days 00:14:57,897,1113,2010,0,5,6
320940,2021-07-05 7:09:00,2021-07-05 7:20:38,2021-07-05 7:30:10,20046,1649.566,17500,11,10,21,0 days 00:11:38,6 days 00:09:32,6 days 00:21:10,698,572,1270,0,6,6
324419,2021-07-18 7:27:37,2021-07-18 7:28:43,2021-07-18 7:48:19,20515,1594.719,21270,1,20,21,0 days 00:01:06,1 days 00:19:36,1 days 00:20:42,66,1176,1242,0,1,1
324422,2021-07-18 7:28:03,2021-07-18 7:32:06,2021-07-18 7:34:00,12413,1520.571,12000,4,2,6,0 days 00:04:03,1 days 00:01:54,1 days 00:05:57,243,114,357,0,1,1
327656,2021-08-08 7:19:00,2021-08-08 7:24:26,2021-08-08 8:10:38,1000,240,0,5,46,51,0 days 00:05:26,16 days 00:46:12,16 days 00:51:38,326,2772,3098,0,16,16
327658,2021-08-08 7:20:00,2021-08-08 7:20:52,2021-08-08 7:47:35,16331,2422.123,17000,0,27,27,0 days 00:00:52,16 days 00:26:43,16 days 00:27:35,52,1603,1655,0,16,16
327660,2021-08-08 7:20:00,2021-08-08 7:21:23,2021-08-08 8:09:11,16320,1569.123,18050,1,48,49,0 days 00:01:23,16 days 00:47:48,16 days 00:49:11,83,2868,2951,0,16,16
327661,2021-08-08 7:20:00,2021-08-08 7:29:23,2021-08-08 7:53:58,25110,3378.096,23400,9,24,33,0 days 00:09:23,16 days 00:24:35,16 days 00:33:58,563,1475,2038,0,16,16
