,start,end,startlat,startlng,endlat,endlng,direction,sentence,duration,distance
6276,세곡동,신당3동,127.1043555,37.4643683,127.0090022,37.552479,세곡동신당3동,세곡동에서 신당3동,28,19
6281,장안1동,마장동,127.066375,37.567842,127.045388,37.566325,장안1동마장동,장안1동에서 마장동,9,3.1
6289,대조동,전농3동,126.920813,37.614165,127.0600375,37.5781027,대조동전농3동,대조동에서 전농3동,35,21
6296,서교동,상도1동,126.914588,37.5551015,126.953089,37.4981,서교동상도1동,서교동에서 상도1동,21,11
6298,번제3동,제기동,127.04665,37.625874,127.0378551,37.5831612,번제3동제기동,번제3동에서 제기동,16,5.9
6318,신내1동,답십리3동,127.099538,37.605882,127.0512678,37.5717963,신내1동답십리3동,신내1동에서 답십리3동,22,7.8
6341,이문3동,회기동,127.065075,37.6033571,127.0553132,37.5908083,이문3동회기동,이문3동에서 회기동,6,2.1
6342,답십리3동,영등포동,127.0512678,37.5717963,126.9106918,37.5203985,답십리3동영등포동,답십리3동에서 영등포동,28,19
6351,천호제3동,답십리4동,127.1332269,37.5361455,127.06125,37.567417,천호제3동답십리4동,천호제3동에서 답십리4동,20,8.2
6380,답십리4동,정릉제3동,127.06125,37.567417,127.004186,37.6089578,답십리4동정릉제3동,답십리4동에서 정릉제3동,22,13
6424,정릉제4동,신당3동,127.0069798,37.6133387,127.0090022,37.552479,정릉제4동신당3동,정릉제4동에서 신당3동,32,16
6444,삼성동,상도1동,127.062532,37.5144424,126.953089,37.4981,삼성동상도1동,삼성동에서 상도1동,29,14
6450,신내1동,제기동,127.099538,37.605882,127.0378551,37.5831612,신내1동제기동,신내1동에서 제기동,20,7.3
6493,방학제1동,답십리3동,127.0407251,37.6641763,127.0512678,37.5717963,방학제1동답십리3동,방학제1동에서 답십리3동,23,16
6501,우이동,신당6동,127.0118533,37.6479523,127.0194239,37.5600562,우이동신당6동,우이동에서 신당6동,36,12
6533,신당4동,을지로동,127.014687,37.557083,126.9913342,37.5667163,신당4동을지로동,신당4동에서 을지로동,10,3.5
6549,신당4동,서초1동,127.014687,37.557083,127.0195082,37.4901186,신당4동서초1동,신당4동에서 서초1동,24,9.5
6559,돈암제2동,면목3.8동,127.0105659,37.598039,127.0880603,37.5829681,돈암제2동면목3.8동,돈암제2동에서 면목3.8동,27,8.5
6561,월계1동,답십리3동,127.0630165,37.6199197,127.0512678,37.5717963,월계1동답십리3동,월계1동에서 답십리3동,18,10
6592,신당3동,반포4동,127.0090022,37.552479,127.0003853,37.4974314,신당3동반포4동,신당3동에서 반포4동,19,8.9
6619,답십리4동,구의제2동,127.06125,37.567417,127.0899111,37.5472481,답십리4동구의제2동,답십리4동에서 구의제2동,13,4.7
6647,대치1동,제기동,127.0567047,37.4931821,127.0378551,37.5831612,대치1동제기동,대치1동에서 제기동,32,12
6648,면목3.8동,진건읍,127.0880603,37.5829681,127.1777148,37.6546279,면목3.8동진건읍,면목3.8동에서 진건읍,32,17
6661,장안2동,구의제2동,127.0706,37.578483,127.0899111,37.5472481,장안2동구의제2동,장안2동에서 구의제2동,14,6.4
6705,방배4동,전농3동,126.9923344,37.489007,127.0600375,37.5781027,방배4동전농3동,방배4동에서 전농3동,28,15
6712,신당2동,수서동,127.0082322,37.5542861,127.104929,37.4889181,신당2동수서동,신당2동에서 수서동,26,14
6740,회현동,신당1동,126.9793216,37.5572864,127.0145478,37.5620973,회현동신당1동,회현동에서 신당1동,13,4.1
6741,신당1동,일원2동,127.0145478,37.5620973,127.0737224,37.4922048,신당1동일원2동,신당1동에서 일원2동,25,14
6744,시흥제3동,제기동,126.9057945,37.4403095,127.0378551,37.5831612,시흥제3동제기동,시흥제3동에서 제기동,49,34
6780,신당6동,전농2동,127.0194239,37.5600562,127.0600375,37.5781027,신당6동전농2동,신당6동에서 전농2동,18,5.9
6809,신당1동,하계2동,127.0145478,37.5620973,127.0679733,37.6320048,신당1동하계2동,신당1동에서 하계2동,34,14
6811,화양동,상도1동,127.0713152,37.5465421,126.953089,37.4981,화양동상도1동,화양동에서 상도1동,33,16
6830,장안1동,천호제3동,127.066375,37.567842,127.1332269,37.5361455,장안1동천호제3동,장안1동에서 천호제3동,19,8
6831,장안1동,수유제3동,127.066375,37.567842,127.023125,37.638715,장안1동수유제3동,장안1동에서 수유제3동,30,10
6848,신당3동,대치2동,127.0090022,37.552479,127.0642072,37.5022848,신당3동대치2동,신당3동에서 대치2동,24,10
6884,화곡본동,제기동,126.847725,37.544075,127.0378551,37.5831612,화곡본동제기동,화곡본동에서 제기동,37,25
6894,답십리4동,마장동,127.06125,37.567417,127.045388,37.566325,답십리4동마장동,답십리4동에서 마장동,10,2.5
6895,장안1동,용답동,127.066375,37.567842,127.0555515,37.5640618,장안1동용답동,장안1동에서 용답동,8,2.4
6910,면목3.8동,이화동,127.0880603,37.5829681,127.004338,37.577008,면목3.8동이화동,면목3.8동에서 이화동,26,8.6
6915,이문3동,삼청동,127.065075,37.6033571,126.981836,37.5850126,이문3동삼청동,이문3동에서 삼청동,27,13
6958,수색동,장기본동,126.8936659,37.5835192,126.6716999,37.6523061,수색동장기본동,수색동에서 장기본동,28,24
6980,답십리4동,성수1가제1동,127.06125,37.567417,127.04965,37.542108,답십리4동성수1가제1동,답십리4동에서 성수1가제1동,18,8.8
7021,장안2동,수유제3동,127.0706,37.578483,127.023125,37.638715,장안2동수유제3동,장안2동에서 수유제3동,26,9.4
7025,금호1가동,면목3.8동,127.0216354,37.5549008,127.0880603,37.5829681,금호1가동면목3.8동,금호1가동에서 면목3.8동,26,11
7118,답십리4동,소공동,127.06125,37.567417,126.977025,37.562442,답십리4동소공동,답십리4동에서 소공동,28,9.5
7131,신당4동,종로1.2.3.4가동,127.014687,37.557083,126.9902618,37.574461,신당4동종로1.2.3.4가동,신당4동에서 종로1.2.3.4가동,15,4.8
7140,사근동,장안1동,127.0453315,37.5614846,127.066375,37.567842,사근동장안1동,사근동에서 장안1동,12,4
7146,시흥제2동,신당1동,126.9148345,37.4495487,127.0145478,37.5620973,시흥제2동신당1동,시흥제2동에서 신당1동,52,20
7150,전농3동,회기동,127.0600375,37.5781027,127.0553132,37.5908083,전농3동회기동,전농3동에서 회기동,8,2.1
7238,장안1동,역삼1동,127.066375,37.567842,127.0333574,37.4954841,장안1동역삼1동,장안1동에서 역삼1동,26,13
7248,상봉제2동,이문3동,127.0808518,37.592892,127.065075,37.6033571,상봉제2동이문3동,상봉제2동에서 이문3동,10,4
7256,전농3동,서초3동,127.0600375,37.5781027,127.0119725,37.4836682,전농3동서초3동,전농3동에서 서초3동,29,16
7261,면목3.8동,금호1가동,127.0880603,37.5829681,127.0216354,37.5549008,면목3.8동금호1가동,면목3.8동에서 금호1가동,22,7.5
7267,신당3동,일원본동,127.0090022,37.552479,127.0864633,37.4833484,신당3동일원본동,신당3동에서 일원본동,24,15
7295,면목3.8동,화양동,127.0880603,37.5829681,127.0713152,37.5465421,면목3.8동화양동,면목3.8동에서 화양동,13,5.2
7306,신당1동,중화제2동,127.0145478,37.5620973,127.0795427,37.5993838,신당1동중화제2동,신당1동에서 중화제2동,33,15
7339,답십리4동,행당제1동,127.06125,37.567417,127.036188,37.558567,답십리4동행당제1동,답십리4동에서 행당제1동,13,4.3
7348,면목3.8동,망우본동,127.0880603,37.5829681,127.1014684,37.6005732,면목3.8동망우본동,면목3.8동에서 망우본동,10,3.2
7349,장안2동,행당제1동,127.0706,37.578483,127.036188,37.558567,장안2동행당제1동,장안2동에서 행당제1동,14,10
7361,회현동,제기동,126.9793216,37.5572864,127.0378551,37.5831612,회현동제기동,회현동에서 제기동,25,7.6
7386,상도1동,상도제2동,126.953089,37.4981,126.942296,37.5055197,상도1동상도제2동,상도1동에서 상도제2동,6,1.4
7411,전농3동,일원2동,127.0600375,37.5781027,127.0737224,37.4922048,전농3동일원2동,전농3동에서 일원2동,24,16
7425,제기동,일원1동,127.0378551,37.5831612,127.0879629,37.491839,제기동일원1동,제기동에서 일원1동,24,17
7442,하계1동,전농3동,127.0725852,37.6405374,127.0600375,37.5781027,하계1동전농3동,하계1동에서 전농3동,20,10
7463,신당2동,신내1동,127.0082322,37.5542861,127.099538,37.605882,신당2동신내1동,신당2동에서 신내1동,37,15
7490,신사제2동,김포본동,126.9084195,37.5902796,126.7057,37.6275987,신사제2동김포본동,신사제2동에서 김포본동,32,23
7502,답십리3동,제기동,127.0512678,37.5717963,127.0378551,37.5831612,답십리3동제기동,답십리3동에서 제기동,8,2.7
7503,번제3동,상도1동,127.04665,37.625874,126.953089,37.4981,번제3동상도1동,번제3동에서 상도1동,38,26
7510,금호4가동,신당3동,127.02241,37.5471987,127.0090022,37.552479,금호4가동신당3동,금호4가동에서 신당3동,10,3.7
7512,이문3동,미아동,127.065075,37.6033571,127.0269791,37.6270736,이문3동미아동,이문3동에서 미아동,20,6.9
7520,장안1동,왕십리제2동,127.066375,37.567842,127.0310207,37.5617987,장안1동왕십리제2동,장안1동에서 왕십리제2동,14,5.2
7559,답십리3동,신정4동,127.0512678,37.5717963,126.8558042,37.5245455,답십리3동신정4동,답십리3동에서 신정4동,40,28
7583,이문3동,종로1.2.3.4가동,127.065075,37.6033571,126.9902618,37.574461,이문3동종로1.2.3.4가동,이문3동에서 종로1.2.3.4가동27,27,9.4
7597,상도1동,대방동,126.953089,37.4981,126.92635,37.508133,상도1동대방동,상도1동에서 대방동,10,3.5
7608,신당2동,창제4동,127.0082322,37.5542861,127.0515994,37.6522276,신당2동창제4동,신당2동에서 창제4동,43,20
7639,월계1동,면목3.8동,127.0630165,37.6199197,127.0880603,37.5829681,월계1동면목3.8동,월계1동에서 면목3.8동,17,7.4
7653,종암동,장안2동,127.0351572,37.5990075,127.0706,37.578483,종암동장안2동,종암동에서 장안2동,16,5.3
7669,성산제2동,답십리3동,126.9090061,37.568618,127.0512678,37.5717963,성산제2동답십리3동,성산제2동에서 답십리3동,30,20
7709,월계3동,제기동,127.0692485,37.6210475,127.0378551,37.5831612,월계3동제기동,월계3동에서 제기동,15,6.6
7752,신당1동,수서동,127.0145478,37.5620973,127.104929,37.4889181,신당1동수서동,신당1동에서 수서동,25,15
7772,답십리3동,문정2동,127.0512678,37.5717963,127.1108107,37.489823,답십리3동문정2동,답십리3동에서 문정2동,24,16
7777,답십리4동,공항동,127.06125,37.567417,126.8101437,37.5588296,답십리4동공항동,답십리4동에서 공항동,43,35
7797,흑석동,상도1동,126.966612,37.5058617,126.953089,37.4981,흑석동상도1동,흑석동에서 상도1동,10,2.5
7828,천호제2동,신당6동,127.1254351,37.5435257,127.0194239,37.5600562,천호제2동신당6동,천호제2동에서 신당6동,26,18
7853,낙성대동,장기본동,126.9583884,37.4762971,126.6716999,37.6523061,낙성대동장기본동,낙성대동에서 장기본동,49,39
7860,수서동,전농3동,127.104929,37.4889181,127.0600375,37.5781027,수서동전농3동,수서동에서 전농3동,25,17
7901,장기본동,낙성대동,126.6716999,37.6523061,126.9583884,37.4762971,장기본동낙성대동,장기본동에서 낙성대동,44,36
7913,중화제2동,신당4동,127.0795427,37.5993838,127.014687,37.557083,중화제2동신당4동,중화제2동에서 신당4동,25,15
7919,번제2동,제기동,127.0387953,37.6323588,127.0378551,37.5831612,번제2동제기동,번제2동에서 제기동,17,6.8
7922,강일동,상도1동,127.173909,37.5649783,126.953089,37.4981,강일동상도1동,강일동에서 상도1동,40,28
7936,논현1동,상도1동,127.028461,37.5115706,126.953089,37.4981,논현1동상도1동,논현1동에서 상도1동,30,10
8001,신당3동,안암동,127.0090022,37.552479,127.0213292,37.5858498,신당3동안암동,신당3동에서 안암동,15,4.7
8006,제기동,신당3동,127.0378551,37.5831612,127.0090022,37.552479,제기동신당3동,제기동에서 신당3동,21,7.2
8048,신당1동,노량진제1동,127.0145478,37.5620973,126.942013,37.512308,신당1동노량진제1동,신당1동에서 노량진제1동,25,13
8059,신당2동,영종동,127.0082322,37.5542861,126.5315335,37.4942488,신당2동영종동,신당2동에서 영종동,56,59
8098,신당3동,세곡동,127.0090022,37.552479,127.1043555,37.4643683,신당3동세곡동,신당3동에서 세곡동,26,19
8248,답십리4동,서초1동,127.06125,37.567417,127.0195082,37.4901186,답십리4동서초1동,답십리4동에서 서초1동,29,17
8278,면목3.8동,공항동,127.0880603,37.5829681,126.8101437,37.5588296,면목3.8동공항동,면목3.8동에서 공항동,49,42
8283,신원동,면목3.8동,126.9273519,37.4815883,127.0880603,37.5829681,신원동면목3.8동,신원동에서 면목3.8동,44,25
8292,신당3동,양재2동,127.0090022,37.552479,127.041188,37.470601,신당3동양재2동,신당3동에서 양재2동,23,13
8313,명동,전농3동,126.98585,37.560042,127.0600375,37.5781027,명동전농3동,명동에서 전농3동,27,8.3
8328,장안1동,상봉제1동,127.066375,37.567842,127.0872004,37.5998799,장안1동상봉제1동,장안1동에서 상봉제1동,15,5.1
8372,전농3동,개포1동,127.0600375,37.5781027,127.055737,37.4827409,전농3동개포1동,전농3동에서 개포1동,29,18
8386,행운동,면목3.8동,126.9570456,37.4806541,127.0880603,37.5829681,행운동면목3.8동,행운동에서 면목3.8동,38,22
8394,개포1동,전농3동,127.055737,37.4827409,127.0600375,37.5781027,개포1동전농3동,개포1동에서 전농3동,33,14
8399,증산동,장기본동,126.9070404,37.5843063,126.6716999,37.6523061,증산동장기본동,증산동에서 장기본동,33,27
8402,면목3.8동,월계3동,127.0880603,37.5829681,127.0692485,37.6210475,면목3.8동월계3동,면목3.8동에서 월계3동,15,6.2
8404,번제1동,가능동,127.0288473,37.6378913,127.0384877,37.7505409,번제1동가능동,번제1동에서 가능동,29,15
8448,신당4동,여의동,127.014687,37.557083,126.934584,37.5177232,신당4동여의동,신당4동에서 여의동,27,14
8456,면목3.8동,능동,127.0880603,37.5829681,127.0804994,37.5537803,면목3.8동능동,면목3.8동에서 능동,12,4.1
8458,여의동,신당4동,126.934584,37.5177232,127.014687,37.557083,여의동신당4동,여의동에서 신당4동,24,13
8481,마장동,장안1동,127.045388,37.566325,127.066375,37.567842,마장동장안1동,마장동에서 장안1동,10,3
8512,면목3.8동,일원본동,127.0880603,37.5829681,127.0864633,37.4833484,면목3.8동일원본동,면목3.8동에서 일원본동,28,21
8513,신당3동,길음제1동,127.0090022,37.552479,127.0193925,37.6104856,신당3동길음제1동,신당3동에서 길음제1동,29,8.4
8528,혜화동,장안1동,127.0005764,37.5869186,127.066375,37.567842,혜화동장안1동,혜화동에서 장안1동,26,8.8
8576,답십리제1동,장안1동,127.0512678,37.5717963,127.066375,37.567842,답십리제1동장안1동,답십리제1동에서 장안1동,8,2.3
8581,장안2동,공릉2동,127.0706,37.578483,127.083488,37.621332,장안2동공릉2동,장안2동에서 공릉2동,18,7
8597,답십리4동,공릉2동,127.06125,37.567417,127.083488,37.621332,답십리4동공릉2동,답십리4동에서 공릉2동,27,11
8622,상도1동,천호제2동,126.953089,37.4981,127.1254351,37.5435257,상도1동천호제2동,상도1동에서 천호제2동,27,21
8629,신정7동,답십리3동,126.8597007,37.514393,127.0512678,37.5717963,신정7동답십리3동,신정7동에서 답십리3동,37,25
8630,면목3.8동,인수동,127.0880603,37.5829681,127.0106307,37.6415105,면목3.8동인수동,면목3.8동에서 인수동,36,15
8643,면목제4동,답십리3동,127.0855775,37.5746736,127.0512678,37.5717963,면목제4동답십리3동,면목제4동에서 답십리3동,13,5.2
8739,번제3동,장안1동,127.04665,37.625874,127.066375,37.567842,번제3동장안1동,번제3동에서 장안1동,20,10
8829,장안1동,월곡제2동,127.066375,37.567842,127.0478758,37.6057667,장안1동월곡제2동,장안1동에서 월곡제2동,19,7.6
8847,독산제3동,제기동,126.9032524,37.4751198,127.0378551,37.5831612,독산제3동제기동,독산제3동에서 제기동,46,31
8856,종로1.2.3.4가동,제기동,126.9902618,37.574461,127.0378551,37.5831612,종로1.2.3.4가동제기동,종로1.2.3.4가동에서 제기동,18,5.9
8879,제기동,이화동,127.0378551,37.5831612,127.004338,37.577008,제기동이화동,제기동에서 이화동,12,3.9
8886,신내2동,면목3.8동,127.0942306,37.6061896,127.0880603,37.5829681,신내2동면목3.8동,신내2동에서 면목3.8동,16,3.7
8914,신촌동,면목3.8동,126.9418114,37.5640923,127.0880603,37.5829681,신촌동면목3.8동,신촌동에서 면목3.8동,37,26
8928,거여1동,신당2동,127.1432324,37.4969643,127.0082322,37.5542861,거여1동신당2동,거여1동에서 신당2동,30,19
8939,역촌동,제기동,126.915114,37.6044046,127.0378551,37.5831612,역촌동제기동,역촌동에서 제기동,29,15
8943,이문3동,제기동,127.065075,37.6033571,127.0378551,37.5831612,이문3동제기동,이문3동에서 제기동,10,3.9
8946,망원제1동,제기동,126.9055969,37.5556222,127.0378551,37.5831612,망원제1동제기동,망원제1동에서 제기동,27,20
8950,명륜3가,구산동,126.9931,37.5875,126.9103893,37.6117455,명륜3가구산동,명륜3가에서 구산동,29,12
8959,답십리4동,회현동,127.06125,37.567417,126.9793216,37.5572864,답십리4동회현동,답십리4동에서 회현동,27,9.3
8979,길동,상도1동,127.1426791,37.5345598,126.953089,37.4981,길동상도1동,길동에서 상도1동,33,22
9000,상도1동,조안면,126.953089,37.4981,127.30345,37.5359,상도1동조안면,상도1동에서 조안면,43,42
9008,신당3동,가산동,127.0090022,37.552479,126.8917326,37.4769094,신당3동가산동,신당3동에서 가산동,39,20
9025,중계2.3동,김포본동,127.0687126,37.6421829,126.7057,37.6275987,중계2.3동김포본동,중계2.3동에서 김포본동,58,47
9068,장안1동,면목3.8동,127.066375,37.567842,127.0880603,37.5829681,장안1동면목3.8동,장안1동에서 면목3.8동,10,3.3
9073,상도1동,철산1동,126.953089,37.4981,126.8678956,37.4908162,상도1동철산1동,상도1동에서 철산1동,29,12
9088,이문3동,면목3.8동,127.065075,37.6033571,127.0880603,37.5829681,이문3동면목3.8동,이문3동에서 면목3.8동,15,5.7
9090,제기동,전농2동,127.0378551,37.5831612,127.0600375,37.5781027,제기동전농2동,제기동에서 전농2동,8,2
9117,제기동,전농2동,127.0378551,37.5831612,127.0600375,37.5781027,제기동전농2동,제기동에서 전농2동,8,2
9120,면목제4동,제기동,127.0855775,37.5746736,127.0378551,37.5831612,면목제4동제기동,면목제4동에서 제기동,17,7
9129,한남동,장기본동,127.0005,37.53455,126.6716999,37.6523061,한남동장기본동,한남동에서 장기본동,46,38
9145,상도1동,대림제3동,126.953089,37.4981,126.8980312,37.4983347,상도1동대림제3동,상도1동에서 대림제3동,19,6.1
9208,회현동,답십리4동,126.9793216,37.5572864,127.06125,37.567417,회현동답십리4동,회현동에서 답십리4동,30,9.1
9219,등촌제3동,면목3.8동,126.847881,37.5589789,127.0880603,37.5829681,등촌제3동면목3.8동,등촌제3동에서 면목3.8동,39,30
9252,화곡제8동,장기본동,126.848335,37.5326541,126.6716999,37.6523061,화곡제8동장기본동,화곡제8동에서 장기본동,35,25
9279,도림동,장안1동,126.89595,37.509475,127.066375,37.567842,도림동장안1동,도림동에서 장안1동,37,23
9283,신당4동,안양2동,127.014687,37.557083,126.9177569,37.4050805,신당4동안양2동,신당4동에서 안양2동,50,29
9307,상도1동,서림동,126.953089,37.4981,126.9349995,37.4749956,상도1동서림동,상도1동에서 서림동,14,4.7
9310,상도1동,인수동,126.953089,37.4981,127.0106307,37.6415105,상도1동인수동,상도1동에서 인수동,49,30
9322,신당1동,신정2동,127.0145478,37.5620973,126.870679,37.5192314,신당1동신정2동,신당1동에서 신정2동,35,24
9333,장충동,제기동,127.0078812,37.5618946,127.0378551,37.5831612,장충동제기동,장충동에서 제기동,17,5
9335,화곡제1동,상도1동,126.841562,37.530408,126.953089,37.4981,화곡제1동상도1동,화곡제1동에서 상도1동,24,16
9344,행당제1동,답십리3동,127.036188,37.558567,127.0512678,37.5717963,행당제1동답십리3동,행당제1동에서 답십리3동,10,2.6
9345,응암제1동,장안1동,126.926813,37.6006884,127.066375,37.567842,응암제1동장안1동,응암제1동에서 장안1동,33,23
9353,하계1동,가능동,127.0725852,37.6405374,127.0384877,37.7505409,하계1동가능동,하계1동에서 가능동,29,17
9370,공항동,상도1동,126.8101437,37.5588296,126.953089,37.4981,공항동상도1동,공항동에서 상도1동,30,24
9404,용산2가동,제기동,126.9855777,37.5461327,127.0378551,37.5831612,용산2가동제기동,용산2가동에서 제기동,23,8
9408,등촌제3동,김포본동,126.847881,37.5589789,126.7057,37.6275987,등촌제3동김포본동,등촌제3동에서 김포본동,28,19
9419,도봉제1동,상도1동,127.0434369,37.6786913,126.953089,37.4981,도봉제1동상도1동,도봉제1동에서 상도1동,39,31
9434,행당제1동,장안1동,127.036188,37.558567,127.066375,37.567842,행당제1동장안1동,행당제1동에서 장안1동,16,5.6
9436,신당3동,도림동,127.0090022,37.552479,126.89595,37.509475,신당3동도림동,신당3동에서 도림동,31,19
9446,신당4동,소공동,127.014687,37.557083,126.977025,37.562442,신당4동소공동,신당4동에서 소공동,14,4.8
9474,장안2동,종암동,127.0706,37.578483,127.0351572,37.5990075,장안2동종암동,장안2동에서 종암동,15,5.7
9489,이문제1동,답십리3동,127.06545,37.597849,127.0512678,37.5717963,이문제1동답십리3동,이문제1동에서 답십리3동,12,4.8
9507,연희동,제기동,126.9351754,37.5739083,127.0378551,37.5831612,연희동제기동,연희동에서 제기동,26,18
9523,제기동,안암동,127.0378551,37.5831612,127.0213292,37.5858498,제기동안암동,제기동에서 안암동,8,2.1
9538,한강로동,답십리4동,126.9692332,37.5281071,127.06125,37.567417,한강로동답십리4동,한강로동에서 답십리4동,28,17
9554,홍제제3동,장기본동,126.9496737,37.5938295,126.6716999,37.6523061,홍제제3동장기본동,홍제제3동에서 장기본동,36,31
9580,방화제2동,삼송동,126.8067549,37.5666997,126.8937039,37.6525828,방화제2동삼송동,방화제2동에서 삼송동,26,18
9583,장안1동,제기동,127.066375,37.567842,127.0378551,37.5831612,장안1동제기동,장안1동에서 제기동,12,4.7
9615,제기동,장안1동,127.0378551,37.5831612,127.066375,37.567842,제기동장안1동,제기동에서 장안1동,14,4.9
9619,상계6.7동,신당1동,127.0669541,37.654882,127.0145478,37.5620973,상계6.7동신당1동,상계6.7동에서 신당1동,32,16
9637,상도1동,대학동,126.953089,37.4981,126.9369907,37.4706145,상도1동대학동,상도1동에서 대학동,14,5.7
9640,상도1동,장안1동,126.953089,37.4981,127.066375,37.567842,상도1동장안1동,상도1동에서 장안1동,27,19
9685,종암동,제기동,127.0351572,37.5990075,127.0378551,37.5831612,종암동제기동,종암동에서 제기동,7,2.4
9694,회현동,김포본동,126.9793216,37.5572864,126.7057,37.6275987,회현동김포본동,회현동에서 김포본동,48,33
9696,신당3동,신사동,127.0090022,37.552479,127.0227814,37.5240101,신당3동신사동,신당3동에서 신사동,10,5.7
9700,묵제1동,신당4동,127.0784729,37.6123734,127.014687,37.557083,묵제1동신당4동,묵제1동에서 신당4동,28,17
9764,장안2동,방학제1동,127.0706,37.578483,127.0407251,37.6641763,장안2동방학제1동,장안2동에서 방학제1동,23,12
9783,이문3동,고덕제1동,127.065075,37.6033571,127.1515382,37.5572593,이문3동고덕제1동,이문3동에서 고덕제1동,23,12
9786,답십리4동,여의동,127.06125,37.567417,126.934584,37.5177232,답십리4동여의동,답십리4동에서 여의동,26,19
9790,연희동,신당6동,126.9351754,37.5739083,127.0194239,37.5600562,연희동신당6동,연희동에서 신당6동,30,12
9795,제기동,상계1동,127.0378551,37.5831612,127.0549781,37.6799006,제기동상계1동,제기동에서 상계1동,32,17
9823,상도1동,구의제2동,126.953089,37.4981,127.0899111,37.5472481,상도1동구의제2동,상도1동에서 구의제2동,28,19
9853,휘경제1동,답십리4동,127.065725,37.592932,127.06125,37.567417,휘경제1동답십리4동,휘경제1동에서 답십리4동,9,3.3
9871,답십리3동,풍산동,127.0512678,37.5717963,126.7999452,37.6641075,답십리3동풍산동,답십리3동에서 풍산동,47,39
9875,목2동,의정부1동,126.8717128,37.5461131,127.0475771,37.7464356,목2동의정부1동,목2동에서 의정부1동,53,40
9880,상봉제2동,전농3동,127.0808518,37.592892,127.0600375,37.5781027,상봉제2동전농3동,상봉제2동에서 전농3동,8,3.2
9900,여의동,상도1동,126.934584,37.5177232,126.953089,37.4981,여의동상도1동,여의동에서 상도1동,15,6.7
9959,중계본동,신당1동,127.080338,37.64784,127.0145478,37.5620973,중계본동신당1동,중계본동에서 신당1동,32,16
9985,조원동,장기본동,126.9078649,37.4826299,126.6716999,37.6523061,조원동장기본동,조원동에서 장기본동,48,35
10014,상도1동,상계10동,126.953089,37.4981,127.060225,37.661274,상도1동상계10동,상도1동에서 상계10동,41,29
10020,신당3동,회현동,127.0090022,37.552479,126.9793216,37.5572864,신당3동회현동,신당3동에서 회현동,12,4.2
10051,신당3동,오금동,127.0090022,37.552479,126.9138,37.6674,신당3동오금동,신당3동에서 오금동,54,20
10064,상일동,신당1동,127.1683007,37.550583,127.0145478,37.5620973,상일동신당1동,상일동에서 신당1동,32,22
10115,개봉제3동,전농3동,126.853838,37.485993,127.0600375,37.5781027,개봉제3동전농3동,개봉제3동에서 전농3동,50,35
10127,답십리4동,신정3동,127.06125,37.567417,126.8547892,37.5151685,답십리4동신정3동,답십리4동에서 신정3동,45,31
10128,신당3동,전농3동,127.0090022,37.552479,127.0600375,37.5781027,신당3동전농3동,신당3동에서 전농3동,24,7.7
10137,청파동,전농3동,126.9674,37.5488,127.0600375,37.5781027,청파동전농3동,청파동에서 전농3동,34,16
10145,노량진제1동,전농3동,126.942013,37.512308,127.0600375,37.5781027,노량진제1동전농3동,노량진제1동에서 전농3동,29,17
10148,여의동,전농3동,126.934584,37.5177232,127.0600375,37.5781027,여의동전농3동,여의동에서 전농3동,28,18
10192,신당3동,중계4동,127.0090022,37.552479,127.0780091,37.6587275,신당3동중계4동,신당3동에서 중계4동,42,21
10205,명륜3가,신설동,126.9931,37.5875,127.0255251,37.5749343,명륜3가신설동,명륜3가에서 신설동,15,4.6
10213,장안2동,이화동,127.0706,37.578483,127.004338,37.577008,장안2동이화동,장안2동에서 이화동,22,9.7
10214,제기동,야탑2동,127.0378551,37.5831612,127.1273614,37.4094172,제기동야탑2동,제기동에서 야탑2동,37,28
10226,상도1동,화정1동,126.953089,37.4981,126.8335106,37.6446876,상도1동화정1동,상도1동에서 화정1동,36,28
10235,전농3동,여의동,127.0600375,37.5781027,126.934584,37.5177232,전농3동여의동,전농3동에서 여의동,27,18
10237,장안1동,전농3동,127.066375,37.567842,127.0600375,37.5781027,장안1동전농3동,장안1동에서 전농3동,8,2.2
10250,신당3동,행당제1동,127.0090022,37.552479,127.036188,37.558567,신당3동행당제1동,신당3동에서 행당제1동,11,3.8
10292,답십리제1동,신당2동,127.0512678,37.5717963,127.0082322,37.5542861,답십리제1동신당2동,답십리제1동에서 신당2동,20,6.6
10300,면목3.8동,구의제3동,127.0880603,37.5829681,127.0920204,37.5380706,면목3.8동구의제3동,면목3.8동에서 구의제3동,12,9.7
10307,성수2가제1동,신당2동,127.0540659,37.5395907,127.0082322,37.5542861,성수2가제1동신당2동,성수2가제1동에서 신당2동,16,5.4
10359,답십리4동,신내1동,127.06125,37.567417,127.099538,37.605882,답십리4동신내1동,답십리4동에서 신내1동,20,7
10389,답십리4동,잠실2동,127.06125,37.567417,127.088559,37.5119488,답십리4동잠실2동,답십리4동에서 잠실2동,21,15
10413,장안제2동,면목3.8동,127.0706,37.578483,127.0880603,37.5829681,장안제2동면목3.8동,장안제2동에서 면목3.8동,7,2
10483,답십리4동,상계6.7동,127.06125,37.567417,127.0669541,37.654882,답십리4동상계6.7동,답십리4동에서 상계6.7동,30,15
10508,신정2동,전농3동,126.870679,37.5192314,127.0600375,37.5781027,신정2동전농3동,신정2동에서 전농3동,40,24
10525,장안2동,대치4동,127.0706,37.578483,127.0579127,37.4997415,장안2동대치4동,장안2동에서 대치4동,23,16
